,Rank,GeneID,Symbol,Homologs,n,n_pos,FDR,Top,10,pmids,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27
430,430,6868,ADAM17,-,373,38,3.438e-53,20679348,(p=1.11e-04),,29550478,(p=1.13e-04),,26744411,(p=5.00e-04),,26297956,(p=1.00e-03),,20551051,(p=1.10e-03),,18483258,(p=1.70e-03),,23625205,(p=1.90e-03),,24185966,(p=2.10e-03),,18922903,(p=2.10e-03),,22105359,(p=2.10e-03),
431,431,7529,YWHAB,-,313,36,4.868e-53,21135113,(p=1.14e-04),,25154416,(p=1.21e-04),,22315970,(p=3.01e-04),,19270694,(p=5.01e-04),,16205633,(p=9.01e-04),,15265780,(p=1.00e-03),,22952844,(p=1.30e-03),,25862004,(p=1.90e-03),,17974916,(p=2.10e-03),,21925390,(p=3.30e-03),
432,432,3187,HNRNPH1,-,160,30,6.532e-53,18247557,(p=9.25e-05),,23184937,(p=1.15e-04),,25147182,(p=1.18e-04),,24337577,(p=1.23e-04),,24591637,(p=6.00e-04),,24140708,(p=1.30e-03),,22505724,(p=1.40e-03),,21942715,(p=2.10e-03),,21890473,(p=2.10e-03),,21853274,(p=2.90e-03),
433,433,54583,EGLN1,-,160,30,6.517e-53,27307407,(p=2.02e-04),,19147576,(p=4.00e-04),,26215701,(p=8.00e-04),,20574527,(p=8.01e-04),,15156561,(p=1.30e-03),,20724477,(p=1.30e-03),,16157596,(p=1.50e-03),,16956324,(p=1.80e-03),,22308030,(p=2.10e-03),,28329677,(p=2.10e-03),
434,434,9246,UBE2L6,-,52,23,8.928e-53,21628527,(p=9.98e-05),,19250909,(p=1.04e-04),,12525502,(p=1.18e-04),,22271254,(p=1.20e-04),,28186990,(p=1.21e-04),,16427630,(p=3.02e-04),,22037423,(p=4.01e-04),,19549727,(p=1.40e-03),,18073335,(p=1.60e-03),,20508617,(p=1.70e-03),
435,435,682,BSG,-,490,41,9.746e-53,16443928,(p=1.16e-04),,24337577,(p=1.23e-04),,27294876,(p=8.01e-04),,18689982,(p=1.00e-03),,23966157,(p=1.40e-03),,22200845,(p=1.90e-03),,19019082,(p=2.10e-03),,28017969,(p=2.10e-03),,21942715,(p=2.10e-03),,26689432,(p=2.50e-03),
436,436,203068,TUBB,-,234,33,1.047e-52,24688049,(p=1.14e-04),,23184937,(p=1.15e-04),,25147182,(p=1.18e-04),,24337577,(p=1.23e-04),,26735018,(p=2.01e-04),,21825151,(p=7.00e-04),,24140708,(p=1.30e-03),,25144556,(p=1.90e-03),,19019082,(p=2.10e-03),,14532270,(p=2.10e-03),
437,437,4361,MRE11,-,290,35,1.099e-52,25147182,(p=1.18e-04),,22914783,(p=1.00e-03),,28855246,(p=1.00e-03),,24882211,(p=1.50e-03),,26511642,(p=1.60e-03),,23318449,(p=1.90e-03),,21890473,(p=2.10e-03),,22740413,(p=3.30e-03),,25349192,(p=3.30e-03),,16254336,(p=3.30e-03),
438,438,3301,DNAJA1,-,142,29,1.104e-52,25147182,(p=1.18e-04),,24337577,(p=1.23e-04),,24654937,(p=3.00e-04),,25015289,(p=3.02e-04),,24797263,(p=1.00e-03),,26631746,(p=1.10e-03),,22505724,(p=1.40e-03),,25144556,(p=1.90e-03),,27775703,(p=1.90e-03),,22079093,(p=2.10e-03),
439,439,10193,RNF41,-,64,24,1.517e-52,20587519,(p=1.10e-04),,28481871,(p=1.22e-04),,24519943,(p=1.22e-04),,15314180,(p=2.01e-04),,25355637,(p=3.02e-04),,17145873,(p=3.02e-04),,17210635,(p=3.03e-04),,23750007,(p=3.03e-04),,21576364,(p=1.30e-03),,19549727,(p=1.40e-03),
440,440,6498,SKIL,-,91,26,1.591e-52,17591695,(p=3.03e-04),,19383336,(p=7.00e-04),,16959829,(p=1.00e-03),,16966324,(p=1.00e-03),,15496141,(p=1.00e-03),,11691834,(p=1.10e-03),,21795712,(p=1.90e-03),,26743567,(p=1.90e-03),,24637302,(p=2.10e-03),,23530056,(p=2.50e-03),
441,441,8312,AXIN1,-,212,32,1.813e-52,10228155,(p=1.20e-04),,25547115,(p=1.24e-04),,21383061,(p=9.02e-04),,19759537,(p=1.10e-03),,20128690,(p=1.50e-03),,20858899,(p=1.80e-03),,27068743,(p=1.90e-03),,21795712,(p=1.90e-03),,19202075,(p=1.90e-03),,25332235,(p=3.50e-03),
442,442,6850,SYK,-,463,40,2.269e-52,21908615,(p=9.01e-04),,19549911,(p=1.00e-03),,19581935,(p=1.30e-03),,12209081,(p=1.80e-03),,22025527,(p=1.80e-03),,22031919,(p=1.90e-03),,19092849,(p=2.50e-03),,20133729,(p=3.30e-03),,16474166,(p=3.50e-03),,28131718,(p=4.40e-03),
443,443,3491,CYR61,-,217,32,3.975e-52,17361185,(p=2.02e-04),,15592521,(p=5.00e-04),,23027863,(p=5.00e-04),,20233866,(p=5.00e-04),,18819928,(p=1.40e-03),,19584265,(p=1.80e-03),,23744557,(p=2.10e-03),,27889647,(p=2.50e-03),,16243794,(p=2.60e-03),,18941464,(p=3.10e-03),
444,444,50813,COPS7A,-,55,23,4.585e-52,27833851,(p=9.38e-05),,23213463,(p=1.06e-04),,17429597,(p=1.08e-04),,17403899,(p=1.13e-04),,25043011,(p=1.14e-04),,16036220,(p=1.18e-04),,16964240,(p=1.23e-04),,19295130,(p=2.01e-04),,19656241,(p=4.00e-04),,11337588,(p=7.00e-04),
445,445,5074,PAWR,-,129,28,4.816e-52,24503536,(p=1.21e-04),,24992930,(p=9.02e-04),,23760770,(p=1.00e-03),,24457960,(p=1.80e-03),,20433755,(p=2.40e-03),,24523904,(p=2.50e-03),,25373316,(p=2.50e-03),,25803782,(p=2.90e-03),,27938501,(p=3.30e-03),,21764283,(p=3.30e-03),
446,446,10576,CCT2,-,129,28,4.805e-52,23184937,(p=1.15e-04),,25147182,(p=1.18e-04),,25499913,(p=2.00e-04),,21319273,(p=1.40e-03),,24298020,(p=1.60e-03),,25144556,(p=1.90e-03),,19332537,(p=1.90e-03),,22079093,(p=2.10e-03),,21942715,(p=2.10e-03),,14532270,(p=2.10e-03),
447,447,2621,GAS6,-,150,29,6.173e-52,23318455,(p=1.40e-03),,16556867,(p=2.80e-03),,24233839,(p=2.80e-03),,25187556,(p=3.50e-03),,28154173,(p=3.50e-03),,26206560,(p=3.50e-03),,16723520,(p=4.10e-03),,27852702,(p=4.90e-03),,18680538,(p=4.90e-03),,18174285,(p=5.70e-03),
448,448,5705,PSMC5,-,195,31,6.22e-52,17429597,(p=1.08e-04),,25147182,(p=1.18e-04),,16432160,(p=1.19e-04),,25499913,(p=2.00e-04),,20085538,(p=9.01e-04),,21319273,(p=1.40e-03),,19535905,(p=1.70e-03),,12963825,(p=1.80e-03),,12676955,(p=2.10e-03),,26476452,(p=2.70e-03),
449,449,7528,YY1,-,306,35,7.444e-52,19483472,(p=1.17e-04),,24803334,(p=1.18e-04),,28218735,(p=2.01e-04),,15295102,(p=3.03e-04),,23208495,(p=9.01e-04),,22248055,(p=1.30e-03),,23328582,(p=1.40e-03),,21792014,(p=1.60e-03),,24508259,(p=2.10e-03),,22267549,(p=2.10e-03),
450,450,23586,DDX58,-,349,36,2.581e-51,27506794,(p=1.13e-04),,16306043,(p=1.40e-03),,24478431,(p=1.40e-03),,21292167,(p=1.40e-03),,24399297,(p=1.40e-03),,19234166,(p=1.50e-03),,29263274,(p=1.50e-03),,24371060,(p=1.90e-03),,19893624,(p=2.10e-03),,26829212,(p=2.60e-03),
451,451,5934,RBL2,-,157,29,2.582e-51,18418057,(p=1.21e-04),,15577944,(p=3.01e-04),,20133863,(p=1.00e-03),,15059924,(p=2.60e-03),,12621062,(p=3.10e-03),,18446820,(p=3.30e-03),,24189068,(p=3.40e-03),,17620057,(p=4.10e-03),,12717421,(p=4.30e-03),,19648966,(p=4.40e-03),
452,452,65018,PINK1,-,317,35,2.635e-51,22388932,(p=1.21e-04),,24681957,(p=9.00e-04),,28259921,(p=9.01e-04),,24751806,(p=1.00e-03),,28438176,(p=1.60e-03),,24896179,(p=2.10e-03),,23319602,(p=2.50e-03),,23244239,(p=2.90e-03),,22396657,(p=3.30e-03),,25375667,(p=3.40e-03),
453,453,5566,PRKACA,-,574,42,2.947e-51,28051330,(p=1.22e-04),,20196770,(p=1.00e-03),,19789307,(p=1.10e-03),,28581524,(p=1.30e-03),,10898738,(p=1.90e-03),,19483721,(p=2.10e-03),,17317104,(p=2.10e-03),,18505929,(p=2.10e-03),,16476742,(p=2.80e-03),,22101235,(p=3.10e-03),
454,454,6422,SFRP1,-,181,30,3.37e-51,20856206,(p=4.01e-04),,26164457,(p=5.01e-04),,23770846,(p=1.00e-03),,24305703,(p=1.50e-03),,24127655,(p=1.60e-03),,22246241,(p=1.70e-03),,19723665,(p=1.90e-03),,19473496,(p=2.10e-03),,22351518,(p=2.10e-03),,23927957,(p=3.40e-03),
455,455,7471,WNT1,-,207,31,4.38e-51,27665868,(p=1.21e-04),,27485116,(p=2.02e-04),,18769115,(p=3.01e-04),,19778454,(p=8.00e-04),,21505183,(p=1.00e-03),,26499380,(p=1.50e-03),,21317455,(p=1.70e-03),,19473496,(p=2.10e-03),,21680704,(p=2.10e-03),,24374807,(p=2.10e-03),
456,456,998,CDC42,-,582,42,5.179e-51,25379703,(p=1.20e-04),,24654937,(p=3.00e-04),,25015289,(p=3.02e-04),,24276241,(p=5.01e-04),,28450422,(p=8.01e-04),,25780896,(p=9.01e-04),,22505724,(p=1.40e-03),,23750283,(p=1.70e-03),,21890473,(p=2.10e-03),,20086093,(p=2.10e-03),
457,457,1191,CLU,-,465,39,6.225e-51,19137541,(p=1.23e-04),,23786771,(p=3.03e-04),,20068069,(p=4.00e-04),,19177010,(p=4.01e-04),,21732348,(p=8.00e-04),,19118032,(p=9.00e-04),,24797263,(p=1.00e-03),,15809754,(p=1.00e-03),,26988917,(p=1.30e-03),,28428074,(p=1.60e-03),
458,458,3313,HSPA9,-,237,32,7.489e-51,18247557,(p=9.25e-05),,25435367,(p=1.02e-04),,23184937,(p=1.15e-04),,26634371,(p=1.22e-04),,26735018,(p=2.01e-04),,24654937,(p=3.00e-04),,26823144,(p=7.00e-04),,21825151,(p=7.00e-04),,24625977,(p=9.01e-04),,21319273,(p=1.40e-03),
459,459,5584,PRKCI,-,211,31,8.136e-51,28720576,(p=1.17e-04),,20804422,(p=1.19e-04),,21310827,(p=2.00e-04),,22349825,(p=3.03e-04),,11574546,(p=1.00e-03),,22120720,(p=1.50e-03),,26279297,(p=1.50e-03),,21419810,(p=1.70e-03),,22021906,(p=2.10e-03),,27481515,(p=2.10e-03),
460,460,1025,CDK9,-,398,37,1.092e-50,22948151,(p=1.22e-04),,27486754,(p=1.23e-04),,23940030,(p=3.01e-04),,26573875,(p=3.02e-04),,25596730,(p=3.03e-04),,22447844,(p=7.00e-04),,22592529,(p=8.01e-04),,23532886,(p=9.01e-04),,28404924,(p=9.01e-04),,28182006,(p=1.30e-03),
461,461,3280,HES1,-,143,28,1.115e-50,19891787,(p=1.22e-04),,24894488,(p=3.02e-04),,24684754,(p=1.00e-03),,21106062,(p=1.30e-03),,28122586,(p=1.30e-03),,22705236,(p=1.40e-03),,25920606,(p=1.90e-03),,26678889,(p=1.90e-03),,19724860,(p=2.10e-03),,28750047,(p=2.10e-03),
462,462,3486,IGFBP3,-,636,43,1.116e-50,12068000,(p=1.13e-04),,19960406,(p=1.00e-03),,16540651,(p=1.30e-03),,23178489,(p=1.70e-03),,24337110,(p=1.80e-03),,21536375,(p=2.10e-03),,26378048,(p=2.40e-03),,24942865,(p=2.60e-03),,22879989,(p=2.90e-03),,25525174,(p=2.90e-03),
463,463,123228,SENP8,-,33,20,1.175e-50,28475037,(p=7.42e-05),,20190741,(p=9.44e-05),,15242646,(p=1.05e-04),,24821572,(p=1.06e-04),,23001041,(p=1.07e-04),,16998474,(p=1.07e-04),,23209320,(p=1.13e-04),,28831681,(p=1.21e-04),,23246961,(p=1.21e-04),,12759362,(p=1.23e-04),
464,464,6241,RRM2,-,106,26,1.416e-50,19416980,(p=2.01e-04),,19568409,(p=3.01e-04),,23719266,(p=8.00e-04),,25878246,(p=8.01e-04),,21844567,(p=9.01e-04),,14661056,(p=1.30e-03),,23002339,(p=1.60e-03),,26026873,(p=1.60e-03),,23466567,(p=1.90e-03),,23335963,(p=2.40e-03),
465,465,3685,ITGAV,-,557,41,1.651e-50,23254288,(p=2.02e-04),,22349830,(p=3.00e-04),,21752283,(p=4.00e-04),,25849225,(p=6.00e-04),,25263164,(p=1.80e-03),,26165836,(p=1.80e-03),,28086938,(p=1.90e-03),,20400979,(p=2.10e-03),,23744557,(p=2.10e-03),,26354767,(p=2.50e-03),
466,466,55743,CHFR,-,91,25,2.206e-50,22337872,(p=4.00e-04),,26356822,(p=8.00e-04),,18335050,(p=9.02e-04),,11807090,(p=9.02e-04),,23454125,(p=1.00e-03),,17442268,(p=1.30e-03),,19549727,(p=1.40e-03),,27883020,(p=1.50e-03),,23131550,(p=1.80e-03),,19182791,(p=1.80e-03),
467,467,4067,LYN,-,371,36,2.329e-50,20679348,(p=1.11e-04),,22364282,(p=3.01e-04),,23866081,(p=9.02e-04),,7568175,(p=1.50e-03),,22490227,(p=1.60e-03),,22895079,(p=1.90e-03),,23131831,(p=1.90e-03),,19234487,(p=2.10e-03),,18577747,(p=2.10e-03),,26517678,(p=2.10e-03),
468,468,3837,KPNB1,-,310,34,4.127e-50,19801544,(p=1.08e-04),,23538446,(p=1.11e-04),,17609381,(p=1.12e-04),,23184937,(p=1.15e-04),,25147182,(p=1.18e-04),,25890085,(p=1.19e-04),,26112410,(p=1.21e-04),,23444224,(p=2.01e-04),,24654937,(p=3.00e-04),,24797263,(p=1.00e-03),
469,469,1660,DHX9,-,222,31,4.195e-50,18247557,(p=9.25e-05),,23184937,(p=1.15e-04),,25147182,(p=1.18e-04),,26676782,(p=1.20e-04),,24654937,(p=3.00e-04),,28427210,(p=1.00e-03),,22952844,(p=1.30e-03),,21319273,(p=1.40e-03),,22505724,(p=1.40e-03),,24780295,(p=1.90e-03),
470,470,3925,STMN1,-,224,31,5.609e-50,28275089,(p=1.12e-04),,24306928,(p=1.12e-04),,24686088,(p=1.15e-04),,25147182,(p=1.18e-04),,25266798,(p=7.00e-04),,20657188,(p=9.01e-04),,21319273,(p=1.40e-03),,24588766,(p=1.90e-03),,17663418,(p=2.10e-03),,16909102,(p=2.10e-03),
471,471,4582,MUC1,-,715,44,9.212e-50,20137854,(p=9.00e-04),,23279696,(p=1.00e-03),,21892751,(p=1.50e-03),,22473899,(p=1.50e-03),,24157791,(p=1.60e-03),,26833129,(p=2.10e-03),,22689062,(p=2.10e-03),,22073229,(p=2.10e-03),,25053108,(p=2.10e-03),,25085901,(p=2.10e-03),
472,472,10856,RUVBL2,-,202,30,1.082e-49,25147182,(p=1.18e-04),,22341977,(p=9.01e-04),,26990986,(p=1.00e-03),,22505724,(p=1.40e-03),,21890473,(p=2.10e-03),,11713276,(p=2.10e-03),,25875766,(p=2.70e-03),,21853274,(p=2.90e-03),,26381412,(p=3.40e-03),,18781797,(p=3.50e-03),
473,473,5601,MAPK9,-,234,31,2.305e-49,17908987,(p=3.02e-04),,21504622,(p=5.01e-04),,26503828,(p=1.00e-03),,23171849,(p=2.10e-03),,24608675,(p=2.10e-03),,14724588,(p=2.80e-03),,19651615,(p=2.90e-03),,21930785,(p=3.30e-03),,15184502,(p=3.40e-03),,25776267,(p=3.40e-03),
474,474,4486,MST1R,-,137,27,2.579e-49,24628993,(p=4.00e-04),,21901254,(p=5.00e-04),,23597200,(p=9.00e-04),,16740632,(p=1.00e-03),,21543897,(p=1.80e-03),,21874262,(p=1.90e-03),,18620091,(p=2.20e-03),,20664977,(p=2.50e-03),,20689759,(p=2.50e-03),,19224914,(p=2.90e-03),
475,475,9474,ATG5,-,137,27,2.574e-49,19881538,(p=1.23e-04),,28102839,(p=1.90e-03),,20038797,(p=1.90e-03),,23242420,(p=2.40e-03),,23997112,(p=2.40e-03),,26240015,(p=2.50e-03),,21655094,(p=2.50e-03),,26930546,(p=2.90e-03),,28651493,(p=3.30e-03),,24269628,(p=3.50e-03),
476,476,2130,EWSR1,-,264,32,2.636e-49,21956701,(p=2.01e-04),,25918410,(p=9.01e-04),,27114546,(p=1.00e-03),,24797263,(p=1.00e-03),,22266186,(p=1.50e-03),,18347058,(p=1.80e-03),,24963049,(p=2.10e-03),,19404404,(p=2.10e-03),,20203285,(p=2.50e-03),,26623725,(p=3.00e-03),
477,477,165918,RNF168,-,69,23,2.659e-49,27526106,(p=1.14e-04),,24634510,(p=1.20e-04),,27841863,(p=1.23e-04),,20080757,(p=2.01e-04),,19500350,(p=8.01e-04),,20075863,(p=1.80e-03),,22373579,(p=1.90e-03),,22266820,(p=2.10e-03),,19690564,(p=2.20e-03),,27578003,(p=2.80e-03),
478,478,1028,CDKN1C,-,183,29,2.907e-49,19686743,(p=1.15e-04),,21769918,(p=9.01e-04),,25195859,(p=1.00e-03),,22592318,(p=1.10e-03),,19221586,(p=1.10e-03),,12925736,(p=1.30e-03),,22705236,(p=1.40e-03),,25216674,(p=1.60e-03),,15985436,(p=1.90e-03),,16705184,(p=2.10e-03),
479,479,7520,XRCC5,-,398,36,2.924e-49,23184937,(p=1.15e-04),,25147182,(p=1.18e-04),,22226916,(p=3.02e-04),,19177010,(p=4.01e-04),,29049411,(p=5.00e-04),,21825151,(p=7.00e-04),,25852083,(p=8.01e-04),,19118032,(p=9.00e-04),,24797263,(p=1.00e-03),,24811221,(p=1.10e-03),
480,480,27043,PELP1,-,100,25,3.169e-49,25788226,(p=5.00e-04),,22082156,(p=9.01e-04),,24688046,(p=9.01e-04),,24469035,(p=1.30e-03),,19800002,(p=1.80e-03),,18505929,(p=2.10e-03),,24786831,(p=2.50e-03),,17804729,(p=3.00e-03),,18079323,(p=3.50e-03),,24639526,(p=3.50e-03),
481,481,7178,TPT1,-,119,26,3.969e-49,25356737,(p=1.12e-04),,28409693,(p=3.02e-04),,25270224,(p=6.00e-04),,24165482,(p=9.02e-04),,24606760,(p=1.00e-03),,21319273,(p=1.40e-03),,28472637,(p=1.70e-03),,25092287,(p=2.10e-03),,24311645,(p=2.60e-03),,11598139,(p=2.60e-03),
482,482,302,ANXA2,-,440,37,4.337e-49,24337577,(p=1.23e-04),,22957061,(p=2.01e-04),,21319273,(p=1.40e-03),,27158335,(p=2.10e-03),,21976520,(p=2.70e-03),,28470457,(p=2.90e-03),,27121050,(p=3.30e-03),,26641092,(p=3.50e-03),,25816213,(p=3.50e-03),,26253946,(p=3.50e-03),
483,483,3329,HSPD1,-,403,36,4.558e-49,18247557,(p=9.25e-05),,23184937,(p=1.15e-04),,25147182,(p=1.18e-04),,24337577,(p=1.23e-04),,25499913,(p=2.00e-04),,24654937,(p=3.00e-04),,12215374,(p=5.01e-04),,24591637,(p=6.00e-04),,26823144,(p=7.00e-04),,17317785,(p=9.01e-04),
484,484,5460,POU5F1,-,523,39,5.56e-49,24607276,(p=9.98e-05),,21262915,(p=2.01e-04),,27065334,(p=3.02e-04),,25754111,(p=1.00e-03),,23349823,(p=1.30e-03),,15047715,(p=1.80e-03),,19997087,(p=2.10e-03),,28319064,(p=2.10e-03),,20203285,(p=2.50e-03),,26102294,(p=2.50e-03),
485,485,1163,CKS1B,-,86,24,6.437e-49,18519678,(p=1.08e-04),,25544127,(p=1.14e-04),,23589337,(p=1.17e-04),,27558135,(p=3.01e-04),,17303695,(p=4.00e-04),,12813041,(p=4.01e-04),,23910095,(p=6.00e-04),,15014502,(p=1.10e-03),,27270326,(p=1.40e-03),,12529174,(p=1.90e-03),
486,486,10131,TRAP1,-,122,26,8.053e-49,25239454,(p=8.00e-04),,26084290,(p=1.10e-03),,27662365,(p=1.50e-03),,24113185,(p=1.90e-03),,19019082,(p=2.10e-03),,24297638,(p=2.10e-03),,21890473,(p=2.10e-03),,15292218,(p=2.20e-03),,21853274,(p=2.90e-03),,28678347,(p=3.00e-03),
487,487,7203,CCT3,-,123,26,1.016e-48,25147182,(p=1.18e-04),,25499913,(p=2.00e-04),,21319273,(p=1.40e-03),,25144556,(p=1.90e-03),,22079093,(p=2.10e-03),,21942715,(p=2.10e-03),,14532270,(p=2.10e-03),,23658844,(p=3.30e-03),,25720964,(p=3.50e-03),,26549023,(p=4.30e-03),
488,488,8650,NUMB,-,123,26,1.014e-48,22337874,(p=1.23e-04),,20818436,(p=4.01e-04),,18172499,(p=1.30e-03),,28437168,(p=1.30e-03),,23140583,(p=1.60e-03),,12682059,(p=2.10e-03),,22553175,(p=2.10e-03),,24980814,(p=2.50e-03),,18628966,(p=2.90e-03),,23624653,(p=3.30e-03),
489,489,253260,RICTOR,-,124,26,1.277e-48,20226010,(p=9.02e-04),,19934294,(p=1.00e-03),,27211906,(p=1.70e-03),,20832730,(p=1.90e-03),,23297343,(p=2.50e-03),,18776922,(p=2.90e-03),,22285861,(p=3.30e-03),,18235224,(p=3.50e-03),,24086535,(p=3.50e-03),,18089801,(p=3.50e-03),
490,490,9020,MAP3K14,-,125,26,1.605e-48,25766331,(p=1.22e-04),,18022362,(p=9.01e-04),,25246529,(p=9.02e-04),,20682767,(p=1.00e-03),,23536439,(p=1.30e-03),,25622756,(p=1.50e-03),,20184394,(p=1.50e-03),,22105365,(p=1.50e-03),,27197231,(p=1.60e-03),,27555280,(p=1.60e-03),
491,491,8850,KAT2B,-,345,34,1.616e-48,23001041,(p=1.07e-04),,21060154,(p=1.11e-04),,24013724,(p=1.16e-04),,21209460,(p=5.01e-04),,22335196,(p=8.01e-04),,21987584,(p=9.00e-04),,17293853,(p=1.30e-03),,23044042,(p=1.50e-03),,26001729,(p=1.50e-03),,22713239,(p=1.50e-03),
492,492,5291,PIK3CB,-,195,29,2.002e-48,23318440,(p=3.02e-04),,22528234,(p=1.00e-03),,26895380,(p=1.00e-03),,26549638,(p=1.00e-03),,18755892,(p=1.10e-03),,21765914,(p=1.30e-03),,26775845,(p=1.90e-03),,27863432,(p=2.10e-03),,22984590,(p=2.10e-03),,29203244,(p=2.20e-03),
493,493,5605,MAP2K2,-,195,29,1.998e-48,20885957,(p=2.02e-04),,24011934,(p=3.02e-04),,21447798,(p=5.00e-04),,26625317,(p=8.00e-04),,24797263,(p=1.00e-03),,22833572,(p=1.20e-03),,23684925,(p=1.40e-03),,19014680,(p=2.10e-03),,16103188,(p=3.00e-03),,22805291,(p=3.30e-03),
494,494,8697,CDC23,-,90,24,2.218e-48,10318877,(p=1.21e-04),,9469815,(p=3.02e-04),,10548110,(p=1.00e-03),,22280307,(p=1.00e-03),,12629511,(p=1.50e-03),,24163370,(p=1.70e-03),,25043029,(p=1.80e-03),,11340163,(p=1.90e-03),,23160376,(p=1.90e-03),,21990323,(p=2.10e-03),
495,495,51548,SIRT6,-,148,27,2.398e-48,28196907,(p=1.19e-04),,24043303,(p=3.00e-04),,25713071,(p=3.00e-04),,25074979,(p=9.01e-04),,25808624,(p=1.00e-03),,26861461,(p=1.00e-03),,27824900,(p=1.30e-03),,23982738,(p=1.80e-03),,27923994,(p=1.80e-03),,24366394,(p=2.10e-03),
496,496,8658,TNKS,-,109,25,3.47e-48,26513298,(p=1.20e-04),,25327252,(p=1.24e-04),,25547115,(p=1.24e-04),,24403055,(p=8.00e-04),,26246473,(p=9.00e-04),,19759537,(p=1.10e-03),,23583392,(p=1.30e-03),,27068743,(p=1.90e-03),,23800953,(p=2.10e-03),,19996280,(p=2.10e-03),
497,497,5524,PTPA,-,174,28,3.927e-48,26280018,(p=2.02e-04),,28057023,(p=1.00e-03),,17274640,(p=1.00e-03),,21233840,(p=1.10e-03),,19234487,(p=2.10e-03),,20673369,(p=2.10e-03),,28445932,(p=2.10e-03),,15965230,(p=2.10e-03),,22476099,(p=2.10e-03),,22253878,(p=2.10e-03),
498,498,60489,APOBEC3G,-,552,39,4.292e-48,24245672,(p=7.04e-05),,22190036,(p=3.01e-04),,25912140,(p=9.00e-04),,22379088,(p=9.01e-04),,24899191,(p=1.10e-03),,19109396,(p=1.10e-03),,25206352,(p=1.10e-03),,22203821,(p=1.60e-03),,15574592,(p=1.70e-03),,20592083,(p=2.10e-03),
499,499,10694,CCT8,-,111,25,5.733e-48,23184937,(p=1.15e-04),,25147182,(p=1.18e-04),,24337577,(p=1.23e-04),,25499913,(p=2.00e-04),,26990986,(p=1.00e-03),,21319273,(p=1.40e-03),,25144556,(p=1.90e-03),,22079093,(p=2.10e-03),,21942715,(p=2.10e-03),,27158335,(p=2.10e-03),
500,500,5289,PIK3C3,-,155,27,9.153e-48,18048384,(p=4.00e-04),,26686095,(p=1.10e-03),,22719072,(p=2.10e-03),,25825496,(p=2.10e-03),,23569248,(p=2.10e-03),,26687681,(p=2.90e-03),,28038917,(p=3.40e-03),,25593308,(p=3.40e-03),,19050071,(p=3.50e-03),,25906440,(p=4.30e-03),
501,501,8338,HIST2H2AC,-,133,26,9.236e-48,16473935,(p=1.00e-04),,23339190,(p=1.16e-04),,25470042,(p=5.00e-04),,19500350,(p=8.01e-04),,22616001,(p=8.01e-04),,20080676,(p=8.01e-04),,14993289,(p=1.10e-03),,23460923,(p=1.40e-03),,18593899,(p=1.40e-03),,16943429,(p=1.50e-03),
502,502,637,BID,-,234,30,1.052e-47,20392206,(p=1.22e-04),,21459798,(p=2.00e-04),,25408501,(p=5.01e-04),,21525171,(p=7.00e-04),,25253693,(p=7.00e-04),,27461583,(p=1.00e-03),,23851982,(p=2.50e-03),,18317451,(p=2.60e-03),,20956295,(p=2.70e-03),,25522269,(p=2.90e-03),
503,503,894,CCND2,-,180,28,1.069e-47,11311237,(p=1.06e-04),,18431519,(p=1.22e-04),,22323446,(p=3.01e-04),,27855694,(p=9.00e-04),,26221902,(p=1.70e-03),,28933597,(p=1.90e-03),,27494902,(p=2.80e-03),,26225959,(p=2.90e-03),,27371349,(p=3.50e-03),,10508165,(p=3.70e-03),
504,504,1051,CEBPB,-,405,35,1.425e-47,25784653,(p=1.00e-03),,26968249,(p=1.30e-03),,25959126,(p=1.50e-03),,21689417,(p=1.60e-03),,20699097,(p=1.90e-03),,25766403,(p=2.10e-03),,25772238,(p=2.50e-03),,20015877,(p=2.80e-03),,22818222,(p=3.30e-03),,28760550,(p=3.50e-03),
505,505,865,CBFB,-,115,25,1.517e-47,22190036,(p=3.01e-04),,25912140,(p=9.00e-04),,27758855,(p=9.02e-04),,25206352,(p=1.10e-03),,25142583,(p=1.50e-03),,22479405,(p=1.80e-03),,24390335,(p=2.10e-03),,23333304,(p=2.40e-03),,23988114,(p=2.60e-03),,24418540,(p=2.80e-03),
506,506,6597,SMARCA4,-,406,35,1.548e-47,19448667,(p=1.07e-04),,28002318,(p=9.02e-04),,17666433,(p=1.00e-03),,15034933,(p=1.00e-03),,28182012,(p=1.30e-03),,25157878,(p=1.30e-03),,23872584,(p=1.60e-03),,22563078,(p=1.60e-03),,25808524,(p=1.60e-03),,21317927,(p=1.70e-03),
507,507,10628,TXNIP,-,158,27,1.577e-47,18202760,(p=3.01e-04),,19773351,(p=6.01e-04),,20068034,(p=8.00e-04),,28029659,(p=9.01e-04),,26858253,(p=1.00e-03),,18376310,(p=1.70e-03),,23152583,(p=2.10e-03),,23880345,(p=2.10e-03),,23291592,(p=2.50e-03),,21636804,(p=2.80e-03),
508,508,4893,NRAS,-,446,36,1.679e-47,23538902,(p=1.08e-04),,20392691,(p=6.01e-04),,21107323,(p=1.00e-03),,18814281,(p=1.40e-03),,27488117,(p=2.50e-03),,18632627,(p=3.30e-03),,27741509,(p=3.50e-03),,24588908,(p=4.30e-03),,25645078,(p=4.60e-03),,25063807,(p=4.80e-03),
