,Rank,GeneID,Symbol,Homologs,n,n_pos,FDR,Top,10,pmids,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27
62,62,7124,TNF,-,5360,151,7.124e-66,24463275,(p=9.43e-05),,26852656,(p=1.07e-04),,15994321,(p=2.10e-04),,15604419,(p=3.00e-04),,24151609,(p=4.01e-04),,27304059,(p=6.01e-04),,26255115,(p=9.02e-04),,23190742,(p=1.00e-03),,15458430,(p=1.00e-03),,27926504,(p=1.20e-03),
63,63,3725,JUN,-,1102,68,1.742e-65,12149229,(p=2.13e-04),,25070240,(p=2.15e-04),,20683948,(p=8.00e-04),,24931237,(p=1.00e-03),,25771902,(p=1.20e-03),,21739277,(p=1.30e-03),,23455325,(p=1.30e-03),,27941886,(p=1.30e-03),,15034932,(p=1.40e-03),,22384197,(p=1.50e-03),
64,64,2305,FOXM1,-,363,46,8.629e-65,28276310,(p=2.11e-04),,25213081,(p=9.00e-04),,28482906,(p=1.60e-03),,26316295,(p=2.20e-03),,23857410,(p=2.20e-03),,26876216,(p=2.50e-03),,23531216,(p=2.60e-03),,27439614,(p=2.60e-03),,24325450,(p=2.60e-03),,11861839,(p=2.70e-03),
65,65,596,BCL2,-,1761,82,9.918e-65,20072652,(p=4.01e-04),,28428442,(p=4.01e-04),,25231749,(p=4.02e-04),,25744832,(p=4.02e-04),,23471820,(p=4.07e-04),,26191195,(p=8.00e-04),,12400004,(p=9.02e-04),,25879558,(p=1.00e-03),,24599950,(p=1.20e-03),,9738012,(p=1.30e-03),
66,66,5295,PIK3R1,-,660,55,6.27e-64,10995743,(p=4.03e-04),,17452978,(p=1.20e-03),,18606683,(p=1.30e-03),,21278786,(p=1.30e-03),,16982329,(p=1.60e-03),,9178903,(p=2.20e-03),,8695807,(p=2.60e-03),,21765914,(p=2.70e-03),,7662955,(p=2.70e-03),,20019835,(p=2.90e-03),
67,67,5970,RELA,-,1309,71,1.089e-63,27127301,(p=5.00e-04),,26593250,(p=5.01e-04),,25520509,(p=1.20e-03),,21084693,(p=1.20e-03),,20410276,(p=1.20e-03),,21278793,(p=1.40e-03),,22081069,(p=2.20e-03),,12057007,(p=2.20e-03),,7739562,(p=2.40e-03),,25092144,(p=2.50e-03),
68,68,1111,CHEK1,-,455,47,1.307e-61,24810059,(p=1.00e-03),,27815358,(p=1.30e-03),,21557990,(p=1.60e-03),,21212274,(p=2.30e-03),,25084614,(p=2.30e-03),,27512067,(p=2.40e-03),,24113549,(p=2.50e-03),,26542114,(p=2.50e-03),,27463284,(p=2.70e-03),,27438145,(p=2.70e-03),
69,69,5580,PRKCD,-,621,52,1.356e-61,21732487,(p=3.00e-04),,14757756,(p=4.03e-04),,11818507,(p=4.08e-04),,14551213,(p=5.00e-04),,12763138,(p=6.00e-04),,9355737,(p=7.01e-04),,12807916,(p=7.01e-04),,12637327,(p=9.01e-04),,21307189,(p=1.30e-03),,9872331,(p=1.40e-03),
70,70,1026,CDKN1A,-,1511,73,1.634e-61,29187454,(p=2.06e-04),,10764767,(p=4.07e-04),,12949733,(p=6.01e-04),,25885043,(p=1.00e-03),,10692450,(p=1.20e-03),,28235401,(p=1.20e-03),,12705898,(p=1.60e-03),,26546411,(p=1.60e-03),,15286705,(p=1.70e-03),,23271730,(p=1.70e-03),
71,71,3320,HSP90AA1,-,908,59,5.174e-61,28739485,(p=4.02e-04),,16280321,(p=1.00e-03),,22144665,(p=1.10e-03),,26556860,(p=1.20e-03),,23228483,(p=1.20e-03),,17975158,(p=1.30e-03),,28064214,(p=1.30e-03),,24206096,(p=1.30e-03),,12559950,(p=1.30e-03),,24398428,(p=1.30e-03),
72,72,4609,MYC,-,1745,77,7.372e-61,19180571,(p=2.15e-04),,24272483,(p=4.04e-04),,18084761,(p=4.05e-04),,12637327,(p=9.01e-04),,21400515,(p=1.20e-03),,26917778,(p=1.30e-03),,25006129,(p=1.40e-03),,15286700,(p=1.60e-03),,27472392,(p=2.20e-03),,25384216,(p=2.50e-03),
73,73,2057,EPOR,-,220,37,8.973e-60,18006699,(p=2.03e-04),,9793257,(p=2.15e-04),,18059484,(p=2.15e-04),,19536148,(p=7.01e-04),,11756159,(p=7.02e-04),,11781573,(p=1.00e-03),,27581518,(p=1.10e-03),,24502950,(p=1.20e-03),,23881169,(p=1.20e-03),,20169072,(p=1.30e-03),
74,74,10401,PIAS3,-,97,30,1.673e-59,27324722,(p=2.12e-04),,14630083,(p=2.14e-04),,17032498,(p=6.00e-04),,9724754,(p=9.02e-04),,25573684,(p=1.20e-03),,24120699,(p=1.20e-03),,18037959,(p=1.30e-03),,23959540,(p=1.40e-03),,21497567,(p=1.70e-03),,9388184,(p=2.20e-03),
75,75,3082,HGF,-,693,52,3.307e-59,21042281,(p=9.45e-05),,28447719,(p=4.05e-04),,21486864,(p=9.00e-04),,23359207,(p=1.00e-03),,25212607,(p=1.30e-03),,23386689,(p=1.60e-03),,18501120,(p=1.80e-03),,23296269,(p=2.30e-03),,20661229,(p=2.50e-03),,12682635,(p=2.50e-03),
76,76,7852,CXCR4,-,1729,74,1.265e-58,25310198,(p=2.09e-04),,17350297,(p=2.12e-04),,12519884,(p=2.13e-04),,22745793,(p=3.01e-04),,10506573,(p=7.01e-04),,20388788,(p=1.00e-03),,12163560,(p=1.10e-03),,26073897,(p=1.20e-03),,28468584,(p=1.20e-03),,21447649,(p=1.30e-03),
77,77,3551,IKBKB,-,499,46,2.042e-58,24450414,(p=2.11e-04),,23178494,(p=1.10e-03),,16989899,(p=1.20e-03),,12637324,(p=1.20e-03),,20410276,(p=1.20e-03),,23108365,(p=1.90e-03),,26895469,(p=2.20e-03),,17047224,(p=2.20e-03),,19270264,(p=2.30e-03),,17182689,(p=2.60e-03),
