,Rank,GeneID,Symbol,Homologs,n,n_pos,FDR,Top,10,pmids,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27
19,19,64223,MLST8,-,58,10,0,19446321,(p=1.30e-03),,17565979,(p=1.50e-03),,15459249,(p=2.20e-03),,28475179,(p=2.50e-03),,17277771,(p=2.80e-03),,15718470,(p=3.40e-03),,21460630,(p=3.80e-03),,25906254,(p=5.90e-03),,21454807,(p=6.50e-03),,24036451,(p=8.30e-03),
20,20,5364,PLXNB1,-,71,12,0,22028792,(p=1.80e-03),,23775445,(p=2.70e-03),,19483722,(p=3.40e-03),,17855350,(p=5.20e-03),,26051877,(p=5.30e-03),,21812859,(p=5.50e-03),,22378040,(p=5.50e-03),,25982277,(p=5.60e-03),,20610402,(p=6.30e-03),,26944058,(p=7.30e-03),
21,21,7301,TYRO3,-,66,11,0,28184013,(p=2.20e-03),,25815442,(p=3.20e-03),,24982338,(p=3.70e-03),,21343401,(p=4.40e-03),,10627473,(p=4.40e-03),,26573872,(p=5.00e-03),,19805117,(p=5.90e-03),,27132510,(p=7.00e-03),,23570341,(p=7.30e-03),,18620092,(p=7.30e-03),
22,22,6196,RPS6KA2,-,67,11,0,23635776,(p=1.01e-04),,24403857,(p=2.06e-04),,26977024,(p=2.00e-03),,10880354,(p=2.00e-03),,16895915,(p=5.50e-03),,16878154,(p=6.70e-03),,9829964,(p=7.30e-03),,21527514,(p=8.30e-03),,25852190,(p=8.70e-03),,11698596,(p=8.70e-03),
23,23,2658,GDF2,-,68,10,0,24805814,(p=4.10e-03),,22948234,(p=5.20e-03),,23844832,(p=6.10e-03),,26678910,(p=6.50e-03),,27177272,(p=7.30e-03),,24413988,(p=7.50e-03),,22493445,(p=7.90e-03),,19366699,(p=8.80e-03),,20406889,(p=8.80e-03),,27706722,(p=9.00e-03),
24,24,6478,SIAH2,-,100,12,0,19001609,(p=2.20e-03),,22037769,(p=2.20e-03),,23208506,(p=2.20e-03),,26654769,(p=5.20e-03),,18850011,(p=5.50e-03),,21586138,(p=7.30e-03),,27459914,(p=7.30e-03),,26751770,(p=7.90e-03),,17998205,(p=8.30e-03),,22323152,(p=8.30e-03),
25,25,1326,MAP3K8,-,104,12,0,21107320,(p=9.03e-04),,23982215,(p=1.30e-03),,23125217,(p=1.90e-03),,25531326,(p=2.40e-03),,25723737,(p=3.10e-03),,24265246,(p=3.70e-03),,28361341,(p=5.30e-03),,24723682,(p=5.50e-03),,27717821,(p=6.70e-03),,25674762,(p=8.30e-03),
26,26,6319,SCD,-,121,13,0,23019225,(p=2.03e-04),,23633458,(p=2.06e-04),,22946088,(p=2.07e-04),,24135379,(p=4.01e-04),,18813799,(p=2.90e-03),,26224474,(p=3.30e-03),,28797843,(p=5.20e-03),,23331615,(p=5.20e-03),,23013158,(p=5.30e-03),,25880005,(p=6.50e-03),
27,27,8061,FOSL1,-,114,11,0,17872495,(p=4.00e-04),,16490785,(p=1.20e-03),,20663135,(p=1.40e-03),,23027619,(p=1.90e-03),,12692267,(p=4.50e-03),,23483055,(p=5.50e-03),,22286759,(p=5.90e-03),,27144339,(p=6.90e-03),,18288638,(p=8.90e-03),,21673316,(p=9.00e-03),
28,28,6752,SSTR2,-,167,13,0,15754023,(p=2.20e-03),,25925002,(p=2.20e-03),,16917505,(p=2.90e-03),,26211366,(p=3.80e-03),,19671855,(p=4.10e-03),,9892014,(p=4.40e-03),,14572771,(p=5.20e-03),,19575008,(p=6.10e-03),,16115892,(p=6.30e-03),,26531719,(p=7.30e-03),
29,29,11140,CDC37,-,172,13,0,24927996,(p=2.07e-04),,22451720,(p=9.02e-04),,25098386,(p=1.30e-03),,24189400,(p=1.50e-03),,28284560,(p=1.50e-03),,18089825,(p=1.90e-03),,12907640,(p=1.90e-03),,21871133,(p=2.20e-03),,24869908,(p=2.50e-03),,15001580,(p=2.90e-03),
30,30,8742,TNFSF12,-,172,12,0,25622756,(p=1.90e-03),,28103571,(p=2.40e-03),,15735761,(p=3.20e-03),,27441657,(p=3.40e-03),,22438963,(p=4.80e-03),,23873135,(p=5.50e-03),,21681381,(p=6.30e-03),,20189297,(p=8.00e-03),,15611130,(p=8.00e-03),,21788066,(p=8.30e-03),
31,31,89780,WNT3A,-,174,12,0,27391060,(p=1.10e-03),,22550094,(p=1.40e-03),,16799642,(p=1.50e-03),,19887570,(p=3.30e-03),,25359619,(p=4.20e-03),,23559372,(p=4.70e-03),,21957254,(p=7.60e-03),,22110662,(p=7.90e-03),,25174704,(p=8.30e-03),,24209998,(p=8.80e-03),
32,32,6418,SET,-,190,13,0,25760096,(p=2.06e-04),,24436473,(p=9.03e-04),,25388166,(p=1.90e-03),,24927563,(p=2.80e-03),,26563471,(p=3.10e-03),,25945834,(p=3.20e-03),,24555657,(p=3.40e-03),,19234487,(p=5.20e-03),,21911363,(p=6.20e-03),,25152373,(p=8.30e-03),
33,33,5320,PLA2G2A,-,198,13,0,23026567,(p=9.00e-04),,25347447,(p=2.20e-03),,28249041,(p=2.90e-03),,20639215,(p=3.30e-03),,12574380,(p=3.40e-03),,20812222,(p=4.10e-03),,20837598,(p=4.40e-03),,24913497,(p=5.50e-03),,22127954,(p=7.30e-03),,28440478,(p=7.40e-03),
34,34,2081,ERN1,-,185,12,0,24330607,(p=9.01e-04),,27829216,(p=2.20e-03),,24970676,(p=4.50e-03),,28167662,(p=4.70e-03),,25901709,(p=5.00e-03),,29263275,(p=5.40e-03),,28618969,(p=5.50e-03),,23529610,(p=6.10e-03),,26517687,(p=7.30e-03),,25495526,(p=7.30e-03),
35,35,27035,NOX1,-,187,12,0,21483469,(p=4.04e-04),,26658815,(p=8.01e-04),,19130504,(p=1.20e-03),,28330872,(p=1.80e-03),,27107996,(p=2.20e-03),,24833663,(p=3.40e-03),,27600098,(p=3.40e-03),,21029719,(p=5.20e-03),,26760964,(p=5.40e-03),,20525691,(p=8.30e-03),
36,36,4040,LRP6,-,197,12,0,25500543,(p=9.01e-04),,22606268,(p=2.00e-03),,25358452,(p=3.40e-03),,23666756,(p=5.50e-03),,28187755,(p=5.60e-03),,28247948,(p=6.50e-03),,24392029,(p=6.80e-03),,23754096,(p=7.60e-03),,20194742,(p=8.60e-03),,26239517,(p=8.70e-03),
37,37,5077,PAX3,-,197,12,0,27458157,(p=2.09e-04),,26071485,(p=1.90e-03),,22988297,(p=2.20e-03),,22679108,(p=2.20e-03),,20067553,(p=4.00e-03),,23799156,(p=5.10e-03),,25880082,(p=6.10e-03),,25398439,(p=7.20e-03),,25531327,(p=7.80e-03),,23701726,(p=8.80e-03),
38,38,3577,CXCR1,-,198,12,0,26847910,(p=3.00e-04),,26065367,(p=1.80e-03),,26983663,(p=1.80e-03),,22563025,(p=3.40e-03),,25426644,(p=3.40e-03),,26087179,(p=4.10e-03),,19585580,(p=5.50e-03),,18025257,(p=5.70e-03),,26267317,(p=6.80e-03),,19401689,(p=7.10e-03),
39,39,51176,LEF1,-,210,12,0,12589056,(p=1.80e-03),,19079342,(p=2.20e-03),,24098538,(p=2.80e-03),,22639890,(p=3.10e-03),,22436613,(p=3.50e-03),,24577083,(p=5.10e-03),,12901858,(p=5.30e-03),,20360943,(p=7.00e-03),,24785257,(p=7.30e-03),,19244345,(p=7.40e-03),
40,40,9232,PTTG1,-,231,13,0,23977008,(p=9.01e-04),,23867215,(p=9.01e-04),,23523951,(p=1.30e-03),,15922332,(p=2.00e-03),,24238056,(p=2.50e-03),,15845362,(p=3.30e-03),,25874498,(p=3.40e-03),,16926250,(p=3.40e-03),,27766744,(p=3.80e-03),,28938551,(p=8.30e-03),
41,41,7010,TEK,-,240,13,0,27107990,(p=2.07e-04),,14749497,(p=1.30e-03),,28720059,(p=3.40e-03),,23754070,(p=3.40e-03),,19223473,(p=3.50e-03),,22326430,(p=4.50e-03),,26814432,(p=4.70e-03),,23149917,(p=5.50e-03),,17901375,(p=6.60e-03),,21212269,(p=7.30e-03),
42,42,1072,CFL1,-,271,13,0,22689060,(p=1.10e-03),,26936386,(p=1.30e-03),,25784483,(p=1.70e-03),,21045147,(p=1.90e-03),,24425731,(p=2.20e-03),,20564088,(p=2.90e-03),,19556892,(p=3.40e-03),,24505128,(p=5.50e-03),,20729910,(p=7.60e-03),,27665963,(p=8.20e-03),
43,43,216,ALDH1A1,-,278,13,0,27813328,(p=1.07e-04),,24374552,(p=1.50e-03),,25643237,(p=2.80e-03),,23132408,(p=4.20e-03),,20959018,(p=4.70e-03),,22115706,(p=5.10e-03),,27380877,(p=5.50e-03),,24954508,(p=5.90e-03),,28122543,(p=7.30e-03),,27542268,(p=7.90e-03),
44,44,4734,NEDD4,-,278,13,0,19165858,(p=4.01e-04),,27793840,(p=4.03e-04),,18307411,(p=1.40e-03),,25047839,(p=1.90e-03),,28423617,(p=2.20e-03),,26720344,(p=2.20e-03),,20332230,(p=2.40e-03),,26193427,(p=3.10e-03),,24657926,(p=3.40e-03),,24063548,(p=5.50e-03),
45,45,6678,SPARC,-,279,13,0,22956186,(p=2.20e-03),,21098700,(p=2.90e-03),,15469933,(p=3.20e-03),,19920824,(p=3.40e-03),,19830689,(p=4.90e-03),,11782382,(p=5.90e-03),,22206672,(p=6.10e-03),,23050783,(p=7.30e-03),,21339733,(p=7.60e-03),,21685937,(p=8.90e-03),
46,46,5595,MAPK3,-,1306,334,1.02e-306,17526808,(p=1.06e-04),,26051103,(p=2.03e-04),,19593445,(p=2.07e-04),,20126471,(p=2.08e-04),,15342917,(p=2.09e-04),,20038816,(p=2.10e-04),,20009539,(p=3.00e-04),,16813525,(p=3.01e-04),,19926313,(p=3.02e-04),,20087064,(p=4.01e-04),
47,47,1432,MAPK14,-,1249,306,5.547e-284,21858220,(p=8.70e-05),,12085235,(p=1.03e-04),,28355296,(p=1.08e-04),,27401020,(p=1.09e-04),,19885551,(p=2.06e-04),,16099944,(p=2.06e-04),,17616668,(p=2.08e-04),,24356814,(p=2.08e-04),,19633425,(p=2.08e-04),,20169663,(p=3.01e-04),
48,48,3480,IGF1R,-,955,254,7.629e-261,20417200,(p=9.12e-05),,23663564,(p=9.17e-05),,16584539,(p=9.40e-05),,23515613,(p=9.94e-05),,25175038,(p=1.05e-04),,18829558,(p=1.06e-04),,27532210,(p=1.07e-04),,17634559,(p=1.08e-04),,24410957,(p=1.09e-04),,24065146,(p=1.09e-04),
49,49,673,BRAF,-,1852,332,3.636e-255,19276360,(p=9.88e-05),,21447798,(p=1.01e-04),,23908594,(p=1.01e-04),,22912864,(p=1.04e-04),,23549875,(p=1.05e-04),,27351224,(p=1.05e-04),,24425783,(p=1.05e-04),,28092667,(p=1.05e-04),,17878251,(p=1.06e-04),,21351275,(p=1.07e-04),
50,50,1026,CDKN1A,-,1511,293,2.645e-246,21054888,(p=2.05e-04),,17941827,(p=2.07e-04),,25788262,(p=2.08e-04),,24467951,(p=2.11e-04),,19223555,(p=3.02e-04),,22392074,(p=4.00e-04),,21933447,(p=4.01e-04),,16962592,(p=4.03e-04),,12599217,(p=4.04e-04),,18316600,(p=4.04e-04),
51,51,7157,TP53,-,8709,770,1.303e-237,23640975,(p=8.44e-05),,20811722,(p=8.58e-05),,24182354,(p=1.03e-04),,15583825,(p=2.07e-04),,24766860,(p=2.07e-04),,25788262,(p=2.08e-04),,27736841,(p=2.08e-04),,24285179,(p=2.09e-04),,18264135,(p=2.09e-04),,27304668,(p=2.10e-04),
52,52,2065,ERBB3,-,443,166,9.251e-222,24044505,(p=8.85e-05),,21278786,(p=9.18e-05),,27035903,(p=9.51e-05),,27358485,(p=1.00e-04),,20007781,(p=1.01e-04),,26310543,(p=1.04e-04),,23780344,(p=1.04e-04),,24970817,(p=1.06e-04),,15504738,(p=2.01e-04),,18803287,(p=2.04e-04),
53,53,6714,SRC,-,1255,240,1.493e-215,22658320,(p=9.05e-05),,24937674,(p=1.09e-04),,23242808,(p=2.03e-04),,26358373,(p=2.04e-04),,21509526,(p=2.04e-04),,24007880,(p=2.07e-04),,18922903,(p=2.08e-04),,24887236,(p=2.09e-04),,21618517,(p=2.10e-04),,19861436,(p=2.11e-04),
54,54,5747,PTK2,-,828,194,6.619e-205,25741138,(p=9.87e-05),,26962872,(p=1.06e-04),,28757207,(p=2.01e-04),,25971297,(p=2.04e-04),,28533307,(p=2.07e-04),,24523919,(p=2.07e-04),,26892465,(p=2.08e-04),,27736841,(p=2.08e-04),,27009091,(p=2.09e-04),,18632638,(p=4.01e-04),
55,55,6198,RPS6KB1,-,354,142,5.878e-202,22110663,(p=9.16e-05),,25379021,(p=9.27e-05),,18025271,(p=9.69e-05),,29305864,(p=1.01e-04),,24447434,(p=1.04e-04),,25600244,(p=2.01e-04),,15028555,(p=2.03e-04),,28376174,(p=2.04e-04),,19881535,(p=2.05e-04),,25134527,(p=2.07e-04),
56,56,5295,PIK3R1,-,660,174,2.039e-199,21278786,(p=9.18e-05),,26895380,(p=9.88e-05),,20007781,(p=1.01e-04),,18803287,(p=2.04e-04),,12714585,(p=2.07e-04),,18372911,(p=3.01e-04),,21996738,(p=3.02e-04),,8695807,(p=3.02e-04),,16982329,(p=4.00e-04),,22355357,(p=4.01e-04),
57,57,2932,GSK3B,-,1118,213,5.244e-199,19584164,(p=9.88e-05),,22234583,(p=2.02e-04),,12778079,(p=2.08e-04),,23077590,(p=2.09e-04),,15688030,(p=2.10e-04),,22534782,(p=3.00e-04),,23729362,(p=3.02e-04),,22286758,(p=4.04e-04),,22179823,(p=7.00e-04),,20920357,(p=7.00e-04),
58,58,1027,CDKN1B,-,929,196,4.253e-197,27035903,(p=9.51e-05),,19734935,(p=2.04e-04),,21054888,(p=2.05e-04),,25821107,(p=2.07e-04),,25788262,(p=2.08e-04),,19636294,(p=2.09e-04),,15688030,(p=2.10e-04),,15611642,(p=4.02e-04),,12599217,(p=4.04e-04),,27629878,(p=7.00e-04),
59,59,4170,MCL1,-,587,165,5.566e-197,17927446,(p=9.48e-05),,27351224,(p=1.05e-04),,26603262,(p=2.03e-04),,23580240,(p=2.05e-04),,25362855,(p=2.06e-04),,24263101,(p=2.08e-04),,20038816,(p=2.10e-04),,16327976,(p=2.11e-04),,28039357,(p=3.00e-04),,23883584,(p=3.01e-04),
60,60,4790,NFKB1,-,2819,323,1.543e-195,22145100,(p=1.02e-04),,24137610,(p=2.01e-04),,25028470,(p=2.01e-04),,22552288,(p=2.02e-04),,24300974,(p=2.02e-04),,19885551,(p=2.06e-04),,19593445,(p=2.07e-04),,12471041,(p=2.08e-04),,22641218,(p=2.09e-04),,20299603,(p=2.10e-04),
61,61,8743,TNFSF10,-,776,174,2.492e-186,20417200,(p=9.12e-05),,18599181,(p=2.07e-04),,18922903,(p=2.08e-04),,21538027,(p=2.10e-04),,21695716,(p=3.01e-04),,26381901,(p=3.02e-04),,12140294,(p=4.03e-04),,17420249,(p=4.04e-04),,17947462,(p=6.00e-04),,22462553,(p=7.00e-04),
62,62,595,CCND1,-,1381,215,7.765e-182,22234583,(p=2.02e-04),,20699365,(p=2.02e-04),,28349562,(p=2.03e-04),,27226604,(p=2.05e-04),,15377668,(p=2.07e-04),,17941827,(p=2.07e-04),,19633425,(p=2.08e-04),,15688030,(p=2.10e-04),,19321861,(p=3.01e-04),,18431519,(p=3.01e-04),
63,63,5599,MAPK8,-,927,181,2.496e-180,18025271,(p=9.69e-05),,27401020,(p=1.09e-04),,19593445,(p=2.07e-04),,18594007,(p=2.10e-04),,16982329,(p=4.00e-04),,16176806,(p=4.03e-04),,17699782,(p=4.03e-04),,21483469,(p=4.04e-04),,18316600,(p=4.04e-04),,26286024,(p=4.04e-04),
64,64,2099,ESR1,-,2923,306,4.805e-180,25275589,(p=9.95e-05),,24045439,(p=1.03e-04),,23319822,(p=1.08e-04),,18593923,(p=1.09e-04),,24758408,(p=2.00e-04),,29029116,(p=2.00e-04),,16113100,(p=2.01e-04),,19487288,(p=2.02e-04),,25991817,(p=2.04e-04),,21509526,(p=2.04e-04),
65,65,3091,HIF1A,-,2688,264,3.618e-160,27821815,(p=1.02e-04),,20574527,(p=1.04e-04),,16849522,(p=2.03e-04),,24472707,(p=2.04e-04),,23785417,(p=2.04e-04),,26239613,(p=2.05e-04),,22736026,(p=2.07e-04),,27394002,(p=2.07e-04),,21239473,(p=2.08e-04),,21966417,(p=2.08e-04),
66,66,332,BIRC5,-,1116,172,1.938e-156,24387108,(p=9.08e-05),,22407831,(p=1.06e-04),,23624914,(p=1.09e-04),,18451140,(p=2.09e-04),,25808836,(p=2.09e-04),,22075159,(p=2.11e-04),,25895606,(p=3.00e-04),,21367753,(p=3.00e-04),,25692408,(p=3.01e-04),,18593915,(p=3.01e-04),
67,67,4609,MYC,-,1745,204,3.624e-152,27472392,(p=9.43e-05),,18722373,(p=9.99e-05),,25537515,(p=2.03e-04),,21054888,(p=2.05e-04),,27226604,(p=2.05e-04),,23887393,(p=2.06e-04),,25884680,(p=2.10e-04),,27401245,(p=2.11e-04),,27184134,(p=3.01e-04),,28073841,(p=3.02e-04),
68,68,1499,CTNNB1,-,2298,229,2.832e-149,20028853,(p=1.02e-04),,27196759,(p=1.04e-04),,21949247,(p=7.00e-04),,19202075,(p=8.01e-04),,27835591,(p=9.00e-04),,27780915,(p=9.01e-04),,24650032,(p=9.01e-04),,21297666,(p=9.02e-04),,26268703,(p=1.10e-03),,21860425,(p=1.10e-03),
69,69,4851,NOTCH1,-,1098,162,2.787e-147,18593923,(p=1.09e-04),,16651424,(p=2.05e-04),,19047145,(p=2.05e-04),,25213258,(p=3.02e-04),,28122586,(p=4.03e-04),,21679465,(p=4.03e-04),,18469855,(p=4.04e-04),,25253780,(p=8.00e-04),,25879451,(p=8.00e-04),,19549918,(p=8.00e-04),
70,70,2309,FOXO3,-,513,121,5.365e-146,26470790,(p=1.03e-04),,18312651,(p=1.03e-04),,28036259,(p=1.04e-04),,21092744,(p=1.05e-04),,26310353,(p=1.05e-04),,27881235,(p=1.07e-04),,22971992,(p=2.01e-04),,24448243,(p=2.05e-04),,22107151,(p=2.07e-04),,24630930,(p=2.07e-04),
71,71,5291,PIK3CB,-,195,87,8.962e-142,25982275,(p=9.83e-05),,26895380,(p=9.88e-05),,27903677,(p=9.90e-05),,18755892,(p=1.03e-04),,26500061,(p=1.06e-04),,27048245,(p=2.06e-04),,27863432,(p=2.07e-04),,28002804,(p=2.10e-04),,27184134,(p=3.01e-04),,18372911,(p=3.01e-04),
72,72,208,AKT2,-,311,98,3.272e-138,26895380,(p=9.88e-05),,19164214,(p=1.07e-04),,24699302,(p=2.03e-04),,11139588,(p=3.00e-04),,26475619,(p=4.01e-04),,21507933,(p=4.03e-04),,21483469,(p=4.04e-04),,21765914,(p=4.04e-04),,27663592,(p=4.04e-04),,19075230,(p=9.00e-04),
73,73,596,BCL2,-,1761,186,2.339e-136,23845444,(p=2.04e-04),,28428442,(p=2.10e-04),,25111376,(p=4.00e-04),,20045442,(p=4.01e-04),,24599950,(p=4.02e-04),,20072652,(p=4.03e-04),,28379541,(p=4.03e-04),,21483469,(p=4.04e-04),,24606718,(p=4.04e-04),,25744832,(p=4.04e-04),
74,74,7422,VEGFA,-,4154,285,1.041e-132,25889301,(p=8.88e-05),,25326806,(p=9.09e-05),,22497886,(p=2.00e-04),,15610528,(p=2.04e-04),,26239613,(p=2.05e-04),,18278068,(p=2.09e-04),,17016437,(p=3.01e-04),,16778084,(p=3.01e-04),,18093986,(p=4.01e-04),,16163059,(p=4.01e-04),
75,75,558,AXL,-,235,85,2.119e-129,25873175,(p=1.07e-04),,22890323,(p=1.09e-04),,24240689,(p=2.01e-04),,21132014,(p=2.06e-04),,25767293,(p=4.03e-04),,21076472,(p=4.03e-04),,28118606,(p=5.00e-04),,20818175,(p=8.00e-04),,27671334,(p=8.00e-04),,25637219,(p=8.01e-04),
76,76,7040,TGFB1,-,3801,260,9.542e-127,23604118,(p=2.01e-04),,21406405,(p=2.07e-04),,27330076,(p=2.08e-04),,18451140,(p=2.09e-04),,22641218,(p=2.09e-04),,24830724,(p=3.00e-04),,26876212,(p=3.00e-04),,18676771,(p=3.01e-04),,18625725,(p=4.01e-04),,18757300,(p=4.01e-04),
77,77,367,AR,-,2103,185,4.867e-123,28468774,(p=8.21e-05),,26247526,(p=1.03e-04),,24356815,(p=1.04e-04),,26506516,(p=1.07e-04),,24779793,(p=1.09e-04),,20203370,(p=2.01e-04),,28745319,(p=2.04e-04),,27249694,(p=2.11e-04),,26876202,(p=3.01e-04),,18372911,(p=3.01e-04),
78,78,238,ALK,-,529,104,2.365e-121,27986745,(p=8.97e-05),,26147305,(p=2.03e-04),,25351247,(p=2.09e-04),,24419060,(p=2.09e-04),,25228590,(p=2.09e-04),,22203728,(p=4.00e-04),,22135231,(p=4.02e-04),,21847362,(p=4.03e-04),,19535344,(p=4.04e-04),,26517679,(p=8.01e-04),
79,79,5604,MAP2K1,-,386,93,2.418e-120,24011934,(p=8.29e-05),,19567590,(p=9.76e-05),,21447798,(p=1.01e-04),,25534823,(p=2.00e-04),,26544513,(p=2.03e-04),,26358373,(p=2.04e-04),,18632602,(p=2.07e-04),,24909280,(p=3.00e-04),,22833572,(p=3.01e-04),,22773810,(p=4.03e-04),
