,Rank,GeneID,Symbol,Homologs,n,n_pos,FDR,Top,10,pmids,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27
1,1,2067,ERCC1,-,614,122,6.755e-149,20216541,(p=2.12e-04),,20385995,(p=2.15e-04),,20530282,(p=2.15e-04),,19332728,(p=3.02e-04),,23263828,(p=5.03e-04),,24125975,(p=5.03e-04),,20734048,(p=5.04e-04),,19513514,(p=5.05e-04),,19922504,(p=5.08e-04),,19636001,(p=7.01e-04),
2,2,3845,KRAS,-,2028,177,2.137e-132,21855038,(p=2.00e-04),,22000810,(p=2.03e-04),,26891420,(p=2.08e-04),,28006055,(p=2.11e-04),,20972872,(p=2.11e-04),,25427581,(p=2.12e-04),,19196673,(p=2.13e-04),,23182985,(p=5.01e-04),,20888703,(p=5.02e-04),,23725851,(p=5.03e-04),
3,3,1956,EGFR,-,4828,245,5.275e-114,18349392,(p=2.09e-04),,22285168,(p=2.12e-04),,26159065,(p=2.14e-04),,26043909,(p=2.15e-04),,25590835,(p=3.02e-04),,24439929,(p=3.04e-04),,28061541,(p=4.00e-04),,25234930,(p=6.01e-04),,27083334,(p=6.01e-04),,23993733,(p=7.02e-04),
4,4,7298,TYMS,-,532,89,4.336e-112,19822515,(p=1.03e-04),,20216541,(p=2.12e-04),,27191954,(p=2.14e-04),,20385995,(p=2.15e-04),,20530282,(p=2.15e-04),,19332728,(p=3.02e-04),,20734048,(p=5.04e-04),,19513514,(p=5.05e-04),,19636001,(p=7.01e-04),,20061047,(p=7.02e-04),
5,5,2064,ERBB2,-,2547,124,2.356e-80,21985855,(p=2.07e-04),,27032301,(p=2.11e-04),,26181252,(p=5.01e-04),,20585851,(p=5.01e-04),,21383283,(p=5.03e-04),,24344005,(p=5.05e-04),,28750133,(p=5.05e-04),,26596672,(p=5.05e-04),,22534547,(p=5.08e-04),,27998970,(p=5.08e-04),
6,6,2068,ERCC2,-,795,65,1.192e-68,20216541,(p=2.12e-04),,20385995,(p=2.15e-04),,20530282,(p=2.15e-04),,19432884,(p=3.01e-04),,19332728,(p=3.02e-04),,20734048,(p=5.04e-04),,19922504,(p=5.08e-04),,14668933,(p=6.00e-04),,19636001,(p=7.01e-04),,17410042,(p=7.02e-04),
7,7,54658,UGT1A1,-,610,57,6.647e-66,20216541,(p=2.12e-04),,20385995,(p=2.15e-04),,20530282,(p=2.15e-04),,24033692,(p=4.00e-04),,21150467,(p=5.02e-04),,19513514,(p=5.05e-04),,20860988,(p=5.07e-04),,23236239,(p=5.07e-04),,19636001,(p=7.01e-04),,26494856,(p=7.02e-04),
8,8,6240,RRM1,-,141,33,1.351e-57,19552012,(p=1.00e-03),,24045016,(p=1.00e-03),,24215511,(p=1.20e-03),,20868593,(p=1.60e-03),,19002265,(p=1.80e-03),,23982437,(p=2.50e-03),,24595080,(p=3.00e-03),,12789263,(p=3.00e-03),,26228206,(p=3.30e-03),,24361227,(p=3.30e-03),
9,9,1806,DPYD,-,212,33,2.784e-51,20385995,(p=2.15e-04),,20530282,(p=2.15e-04),,19636001,(p=7.01e-04),,25677447,(p=1.00e-03),,25782327,(p=1.00e-03),,19858398,(p=1.60e-03),,28637434,(p=1.70e-03),,21498394,(p=2.70e-03),,15709212,(p=2.80e-03),,26372896,(p=2.80e-03),
10,10,7515,XRCC1,-,1113,56,8.108e-51,20216541,(p=2.12e-04),,19332728,(p=3.02e-04),,20734048,(p=5.04e-04),,17009149,(p=6.01e-04),,19636001,(p=7.01e-04),,17410042,(p=7.02e-04),,18509181,(p=9.01e-04),,18505590,(p=9.02e-04),,22452940,(p=1.00e-03),,19074750,(p=1.00e-03),
