,Rank,GeneID,Symbol,Homologs,n,n_pos,FDR,Top,10,pmids,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27
371,371,5734,PTGER4,-,159,9,2.329e-14,19558693,(p=1.90e-03),,20353998,(p=1.90e-03),,27010855,(p=1.90e-03),,16574793,(p=5.10e-03),,25733698,(p=6.00e-03),,28094049,(p=7.30e-03),,27869171,(p=8.60e-03),,27616330,(p=9.00e-03),,26689593,(p=9.40e-03),,NA,
372,372,28996,HIPK2,-,159,9,2.323e-14,19128456,(p=2.20e-03),,21248371,(p=3.00e-03),,23703384,(p=5.10e-03),,21173028,(p=5.40e-03),,19714248,(p=5.80e-03),,16467083,(p=6.00e-03),,18483253,(p=6.20e-03),,19828042,(p=9.00e-03),,20624637,(p=9.20e-03),,NA,
373,373,5888,RAD51,-,578,13,2.368e-14,19157634,(p=1.20e-03),,19505457,(p=1.60e-03),,18544565,(p=1.90e-03),,21810436,(p=3.10e-03),,19960343,(p=4.30e-03),,16596227,(p=6.00e-03),,24085845,(p=7.20e-03),,24708616,(p=7.80e-03),,27464795,(p=8.40e-03),,28034904,(p=8.70e-03),
374,374,627,BDNF,-,1746,20,2.38e-14,21350004,(p=9.02e-04),,28604655,(p=1.20e-03),,28739680,(p=2.60e-03),,27498977,(p=3.00e-03),,24801982,(p=3.30e-03),,21966426,(p=3.50e-03),,20463055,(p=4.40e-03),,25210182,(p=4.50e-03),,20156366,(p=4.80e-03),,28230291,(p=5.10e-03),
375,375,330,BIRC3,-,241,10,2.426e-14,20959404,(p=9.02e-04),,25692408,(p=3.50e-03),,19302291,(p=5.10e-03),,12243753,(p=5.40e-03),,27248820,(p=5.80e-03),,21152357,(p=6.20e-03),,15598810,(p=6.20e-03),,18508827,(p=7.00e-03),,12651874,(p=7.30e-03),,26291056,(p=8.50e-03),
376,376,9557,CHD1L,-,52,7,2.693e-14,26360781,(p=8.00e-04),,24359616,(p=3.50e-03),,23746766,(p=3.60e-03),,21068133,(p=5.40e-03),,27100146,(p=6.20e-03),,25153161,(p=9.00e-03),,26599012,(p=9.20e-03),,NA,,NA,,NA,
377,377,1846,DUSP4,-,53,7,3.092e-14,20725992,(p=1.60e-03),,25847947,(p=3.20e-03),,23749251,(p=3.20e-03),,25027955,(p=6.00e-03),,19525976,(p=6.00e-03),,23966295,(p=6.20e-03),,20124482,(p=7.30e-03),,NA,,NA,,NA,
378,378,3643,INSR,-,598,13,3.557e-14,27384680,(p=5.04e-04),,28760855,(p=1.00e-03),,21177763,(p=1.50e-03),,26263910,(p=1.90e-03),,21908557,(p=2.30e-03),,26850678,(p=2.50e-03),,24973425,(p=2.60e-03),,24970814,(p=2.70e-03),,26113601,(p=3.20e-03),,22161861,(p=3.20e-03),
379,379,23213,SULF1,-,103,8,4.067e-14,21594647,(p=3.50e-03),,20083228,(p=3.60e-03),,17363371,(p=3.60e-03),,21599997,(p=5.40e-03),,12686563,(p=5.80e-03),,16778174,(p=6.00e-03),,27294358,(p=7.80e-03),,24970807,(p=9.50e-03),,NA,,NA,
380,380,4691,NCL,-,360,11,4.586e-14,25921135,(p=1.80e-03),,23076205,(p=2.50e-03),,24780295,(p=2.60e-03),,24632608,(p=3.40e-03),,18701711,(p=3.50e-03),,27754848,(p=3.80e-03),,24530506,(p=6.00e-03),,23382938,(p=6.90e-03),,26846099,(p=8.10e-03),,19490893,(p=9.00e-03),
381,381,2885,GRB2,-,756,14,4.608e-14,24189400,(p=4.18e-04),,19254954,(p=1.90e-03),,27449805,(p=2.60e-03),,21278786,(p=2.60e-03),,24658140,(p=2.60e-03),,24708867,(p=3.20e-03),,24939894,(p=3.40e-03),,23922722,(p=3.80e-03),,15657067,(p=4.40e-03),,18296648,(p=6.20e-03),
382,382,4015,LOX,-,174,9,5.12e-14,25790191,(p=3.50e-03),,24573150,(p=3.50e-03),,20956321,(p=4.30e-03),,21239473,(p=6.60e-03),,26908052,(p=6.80e-03),,19029090,(p=6.80e-03),,23975428,(p=6.80e-03),,26077591,(p=7.30e-03),,21282564,(p=7.80e-03),,NA,
383,383,2017,CTTN,-,261,10,5.239e-14,24189400,(p=4.18e-04),,24658140,(p=2.60e-03),,25212831,(p=3.20e-03),,23702379,(p=3.40e-03),,25271301,(p=6.00e-03),,17178864,(p=6.20e-03),,18607838,(p=7.90e-03),,18776588,(p=8.30e-03),,26151562,(p=9.00e-03),,21257711,(p=9.40e-03),
384,384,5777,PTPN6,-,366,11,5.418e-14,24510345,(p=3.00e-03),,24647617,(p=3.60e-03),,20687222,(p=5.40e-03),,19234487,(p=5.80e-03),,20068065,(p=7.00e-03),,14691303,(p=7.10e-03),,26565811,(p=7.20e-03),,15574429,(p=8.70e-03),,28692056,(p=9.10e-03),,21964525,(p=9.70e-03),
385,385,6416,MAP2K4,-,176,9,5.632e-14,24556602,(p=1.60e-03),,12714585,(p=4.50e-03),,15623633,(p=4.90e-03),,21372598,(p=5.40e-03),,18436711,(p=6.90e-03),,9622070,(p=7.00e-03),,17178861,(p=7.40e-03),,19593445,(p=7.90e-03),,21896780,(p=9.20e-03),,NA,
386,386,1906,EDN1,-,770,14,5.779e-14,28153500,(p=7.01e-04),,20083228,(p=3.60e-03),,18945538,(p=4.20e-03),,24482377,(p=4.90e-03),,21219832,(p=5.40e-03),,21681744,(p=6.00e-03),,16357176,(p=6.10e-03),,25194819,(p=6.20e-03),,12907686,(p=6.20e-03),,26071554,(p=6.20e-03),
387,387,26524,LATS2,-,108,8,5.87e-14,26908628,(p=1.20e-03),,27195672,(p=1.90e-03),,24976335,(p=3.00e-03),,27470365,(p=4.80e-03),,20932276,(p=7.30e-03),,28003305,(p=7.30e-03),,20841485,(p=8.30e-03),,19799973,(p=9.00e-03),,NA,,NA,
388,388,1839,HBEGF,-,177,9,5.885e-14,24346967,(p=1.10e-03),,28013056,(p=1.60e-03),,22291012,(p=2.60e-03),,20856931,(p=5.80e-03),,26572150,(p=5.90e-03),,17001310,(p=6.20e-03),,23787814,(p=6.80e-03),,24828490,(p=8.60e-03),,23917679,(p=9.00e-03),,NA,
389,389,1024,CDK8,-,111,8,7.309e-14,19790197,(p=2.20e-03),,27678455,(p=3.50e-03),,20083228,(p=3.60e-03),,20514474,(p=4.90e-03),,28147342,(p=6.00e-03),,22869755,(p=7.80e-03),,26286725,(p=8.50e-03),,21344156,(p=9.90e-03),,NA,,NA,
390,390,25937,WWTR1,-,185,9,8.725e-14,28018973,(p=5.02e-04),,22481233,(p=1.10e-03),,24951773,(p=1.90e-03),,27373987,(p=2.40e-03),,28128737,(p=2.50e-03),,23673366,(p=5.30e-03),,25870251,(p=5.40e-03),,25361000,(p=7.60e-03),,27999199,(p=9.20e-03),,NA,
391,391,7124,TNF,-,5360,35,1.098e-13,18676776,(p=1.60e-03),,26522725,(p=1.90e-03),,20599393,(p=2.50e-03),,25118327,(p=2.60e-03),,15878915,(p=2.60e-03),,27698002,(p=3.80e-03),,19665818,(p=3.80e-03),,27832973,(p=4.40e-03),,19104039,(p=4.90e-03),,27170003,(p=4.90e-03),
392,392,1244,ABCC2,-,283,10,1.138e-13,12576456,(p=2.60e-03),,27590272,(p=3.50e-03),,17534875,(p=3.50e-03),,22473764,(p=3.60e-03),,28442702,(p=4.80e-03),,19885582,(p=5.00e-03),,20943283,(p=5.10e-03),,19568750,(p=6.60e-03),,20439344,(p=9.00e-03),,21206495,(p=9.70e-03),
393,393,5460,POU5F1,-,523,12,1.24e-13,27816965,(p=5.05e-04),,26996130,(p=1.90e-03),,23349823,(p=2.50e-03),,22300949,(p=3.20e-03),,25754111,(p=3.30e-03),,25609695,(p=5.10e-03),,24607276,(p=5.80e-03),,24070213,(p=5.90e-03),,27588392,(p=6.90e-03),,22837720,(p=7.80e-03),
394,394,3066,HDAC2,-,524,12,1.265e-13,23110995,(p=3.50e-03),,24218540,(p=3.80e-03),,26359372,(p=4.40e-03),,27283986,(p=5.40e-03),,22641068,(p=5.50e-03),,21527555,(p=6.80e-03),,27665474,(p=7.70e-03),,24616922,(p=9.00e-03),,18264134,(p=9.20e-03),,16288017,(p=9.30e-03),
395,395,6862,TBXT,-,65,7,1.321e-13,22611028,(p=4.19e-04),,27580659,(p=3.60e-03),,23788039,(p=4.40e-03),,27893433,(p=4.90e-03),,28621227,(p=6.00e-03),,23783250,(p=7.30e-03),,25683840,(p=9.40e-03),,NA,,NA,,NA,
396,396,9365,KL,-,290,10,1.433e-13,24655788,(p=3.50e-03),,21075474,(p=4.70e-03),,21529984,(p=5.00e-03),,23437382,(p=6.00e-03),,25827069,(p=6.20e-03),,23516476,(p=6.60e-03),,21523445,(p=7.80e-03),,26499380,(p=9.20e-03),,28153033,(p=9.40e-03),,20482749,(p=9.90e-03),
397,397,6319,SCD,-,121,8,1.446e-13,22946088,(p=1.40e-03),,23633458,(p=1.80e-03),,23019225,(p=2.70e-03),,24135379,(p=2.70e-03),,28797843,(p=3.50e-03),,27223066,(p=6.20e-03),,24309934,(p=6.30e-03),,28368399,(p=6.60e-03),,NA,,NA,
398,398,7030,TFE3,-,121,8,1.442e-13,20871214,(p=3.50e-03),,28315422,(p=4.90e-03),,23737213,(p=6.20e-03),,25517951,(p=6.60e-03),,26274027,(p=7.50e-03),,18930356,(p=8.70e-03),,23715164,(p=9.10e-03),,27865795,(p=9.30e-03),,NA,,NA,
399,399,253260,RICTOR,-,124,8,1.756e-13,28028034,(p=6.02e-04),,26170313,(p=2.50e-03),,26370156,(p=3.20e-03),,27211906,(p=4.50e-03),,25893736,(p=4.80e-03),,27863413,(p=8.60e-03),,18776922,(p=8.70e-03),,23555046,(p=9.10e-03),,NA,,NA,
400,400,4092,SMAD7,-,298,10,1.855e-13,22641218,(p=4.70e-03),,22751114,(p=4.90e-03),,26701726,(p=5.20e-03),,25107916,(p=6.00e-03),,27473823,(p=6.20e-03),,27185036,(p=6.60e-03),,27303812,(p=8.90e-03),,12947087,(p=9.50e-03),,26608417,(p=9.50e-03),,23049692,(p=9.70e-03),
401,401,1994,ELAVL1,-,415,11,1.99e-13,24536047,(p=2.90e-03),,18769129,(p=3.80e-03),,26943573,(p=4.70e-03),,24618665,(p=4.90e-03),,28428272,(p=6.80e-03),,25803745,(p=6.90e-03),,25449213,(p=7.10e-03),,21152064,(p=7.60e-03),,27328938,(p=7.80e-03),,23394580,(p=9.10e-03),
402,402,54739,XAF1,-,71,7,2.467e-13,22088514,(p=5.50e-03),,14612497,(p=6.40e-03),,17570219,(p=7.30e-03),,18830757,(p=7.60e-03),,18555708,(p=8.70e-03),,19628579,(p=9.00e-03),,22719195,(p=9.70e-03),,NA,,NA,,NA,
403,403,2033,EP300,-,1045,15,2.809e-13,23384777,(p=1.90e-03),,27633918,(p=1.90e-03),,27452907,(p=1.90e-03),,25240203,(p=4.50e-03),,28302137,(p=5.00e-03),,24893747,(p=5.20e-03),,28465257,(p=5.30e-03),,24530506,(p=6.00e-03),,23618863,(p=6.20e-03),,22013068,(p=6.70e-03),
404,404,8434,RECK,-,132,8,2.881e-13,17714826,(p=2.20e-03),,22158033,(p=3.70e-03),,25885317,(p=5.40e-03),,20032402,(p=5.50e-03),,16951151,(p=6.00e-03),,24162673,(p=6.80e-03),,24469470,(p=9.00e-03),,23383207,(p=9.20e-03),,NA,,NA,
405,405,2810,SFN,-,213,9,2.984e-13,24189400,(p=4.18e-04),,24658140,(p=2.60e-03),,17388661,(p=3.60e-03),,15657067,(p=4.40e-03),,26223682,(p=4.40e-03),,21040574,(p=6.80e-03),,16505098,(p=7.50e-03),,25852190,(p=9.20e-03),,20108042,(p=9.70e-03),,NA,
406,406,2247,FGF2,-,717,13,3.067e-13,23536707,(p=4.16e-04),,26141457,(p=1.10e-03),,26617686,(p=1.10e-03),,27007053,(p=1.60e-03),,27794612,(p=4.80e-03),,27362808,(p=6.00e-03),,18829480,(p=6.10e-03),,23630597,(p=7.60e-03),,27130666,(p=8.60e-03),,21699503,(p=9.20e-03),
407,407,25805,BAMBI,-,34,6,3.179e-13,27197161,(p=2.60e-03),,19326429,(p=5.40e-03),,24912656,(p=6.20e-03),,19328798,(p=6.40e-03),,23807684,(p=7.30e-03),,20189233,(p=8.80e-03),,NA,,NA,,NA,,NA,
408,408,8549,LGR5,-,134,8,3.222e-13,24859092,(p=1.90e-03),,23784051,(p=3.00e-03),,26517508,(p=6.00e-03),,25060070,(p=6.20e-03),,25773390,(p=7.30e-03),,25881507,(p=7.90e-03),,23915911,(p=8.70e-03),,28404917,(p=9.00e-03),,NA,,NA,
409,409,7248,TSC1,-,216,9,3.35e-13,23401075,(p=1.60e-03),,18413730,(p=3.30e-03),,18538015,(p=3.50e-03),,26831717,(p=3.50e-03),,23878397,(p=6.00e-03),,24615476,(p=8.60e-03),,29185092,(p=9.00e-03),,28302097,(p=9.20e-03),,27974549,(p=9.70e-03),,NA,
410,410,2057,EPOR,-,220,9,3.939e-13,24155958,(p=1.60e-03),,17922127,(p=4.30e-03),,23158995,(p=4.40e-03),,12118093,(p=5.70e-03),,23028796,(p=6.00e-03),,21860424,(p=6.80e-03),,27581518,(p=7.60e-03),,23117856,(p=8.10e-03),,27468719,(p=8.60e-03),,NA,
411,411,8792,TNFRSF11A,-,220,9,3.929e-13,26528707,(p=1.10e-03),,19728335,(p=3.20e-03),,26200837,(p=3.20e-03),,22824341,(p=5.60e-03),,26734994,(p=7.00e-03),,26087197,(p=7.70e-03),,25268581,(p=8.10e-03),,24737168,(p=9.00e-03),,23516466,(p=9.00e-03),,NA,
412,412,3481,IGF2,-,583,12,4.1e-13,27582487,(p=3.20e-03),,23028800,(p=3.50e-03),,26984550,(p=4.90e-03),,25089899,(p=5.00e-03),,16935391,(p=5.40e-03),,24932685,(p=5.80e-03),,28534511,(p=7.30e-03),,24112161,(p=7.70e-03),,23943562,(p=8.60e-03),,27185872,(p=9.00e-03),
413,413,7474,WNT5A,-,325,10,4.211e-13,24865425,(p=1.60e-03),,27876017,(p=1.90e-03),,24999479,(p=5.60e-03),,28536612,(p=7.00e-03),,26305508,(p=7.20e-03),,24399733,(p=8.30e-03),,25772239,(p=8.60e-03),,25224731,(p=8.60e-03),,24518599,(p=8.70e-03),,28051879,(p=9.70e-03),
414,414,11009,IL24,-,139,8,4.271e-13,20216471,(p=4.15e-04),,27602961,(p=3.50e-03),,15709189,(p=4.40e-03),,15580305,(p=4.60e-03),,27197168,(p=4.90e-03),,21931671,(p=6.00e-03),,28109288,(p=7.60e-03),,15334067,(p=9.70e-03),,NA,,NA,
415,415,6598,SMARCB1,-,326,10,4.318e-13,23576573,(p=1.90e-03),,29135520,(p=2.60e-03),,26433572,(p=3.50e-03),,27733182,(p=3.60e-03),,24204904,(p=5.40e-03),,25007146,(p=7.60e-03),,25754356,(p=7.70e-03),,20932739,(p=8.90e-03),,25651469,(p=8.90e-03),,15899790,(p=9.80e-03),
416,416,861,RUNX1,-,587,12,4.39e-13,20855863,(p=3.20e-03),,24897507,(p=3.50e-03),,17394134,(p=5.40e-03),,24727677,(p=6.00e-03),,29055018,(p=6.10e-03),,18767145,(p=6.80e-03),,25678665,(p=6.90e-03),,28790107,(p=7.90e-03),,26674644,(p=8.30e-03),,21057539,(p=8.60e-03),
417,417,4792,NFKBIA,-,587,12,4.379e-13,23439505,(p=2.90e-03),,19891769,(p=3.60e-03),,21175304,(p=3.80e-03),,15073126,(p=4.80e-03),,18215193,(p=5.80e-03),,22081069,(p=6.10e-03),,15979856,(p=6.20e-03),,23697845,(p=7.80e-03),,16951195,(p=8.70e-03),,18074035,(p=9.10e-03),
418,418,5293,PIK3CD,-,140,8,4.482e-13,28327905,(p=1.00e-03),,28199309,(p=1.90e-03),,23341541,(p=5.80e-03),,20103642,(p=5.80e-03),,28122867,(p=6.10e-03),,24517182,(p=7.50e-03),,26961147,(p=7.80e-03),,22711705,(p=8.30e-03),,NA,,NA,
419,419,10763,NES,-,224,9,4.529e-13,24481417,(p=1.90e-03),,15502861,(p=2.90e-03),,25376607,(p=5.40e-03),,22296500,(p=6.20e-03),,25854362,(p=7.00e-03),,25056574,(p=7.70e-03),,24498263,(p=9.00e-03),,27150062,(p=9.40e-03),,23552743,(p=9.80e-03),,NA,
420,420,10320,IKZF1,-,225,9,4.703e-13,24724051,(p=5.04e-04),,18650450,(p=3.50e-03),,25884514,(p=7.20e-03),,19770381,(p=7.60e-03),,23930217,(p=9.20e-03),,22441210,(p=9.50e-03),,23773228,(p=9.70e-03),,20139093,(p=9.80e-03),,27067989,(p=9.90e-03),,NA,
421,421,4853,NOTCH2,-,227,9,5.076e-13,25849484,(p=3.50e-03),,26769750,(p=3.50e-03),,23444212,(p=5.40e-03),,27335277,(p=6.90e-03),,26041881,(p=7.60e-03),,22006338,(p=7.80e-03),,22190591,(p=8.80e-03),,28061457,(p=9.00e-03),,21976141,(p=9.20e-03),,NA,
422,422,23326,USP22,-,81,7,6.095e-13,15931389,(p=1.90e-03),,26497847,(p=2.50e-03),,25907317,(p=3.20e-03),,23361242,(p=6.00e-03),,25241857,(p=7.30e-03),,25369910,(p=7.60e-03),,21039844,(p=9.10e-03),,NA,,NA,,NA,
423,423,80380,PDCD1LG2,-,81,7,6.08e-13,26424759,(p=8.01e-04),,27050074,(p=8.02e-04),,27268263,(p=3.50e-03),,28561677,(p=3.60e-03),,27069084,(p=4.90e-03),,26329973,(p=6.20e-03),,26913631,(p=6.60e-03),,NA,,NA,,NA,
424,424,3205,HOXA9,-,147,8,6.554e-13,20068170,(p=1.80e-03),,25762636,(p=3.40e-03),,27598218,(p=3.80e-03),,24817037,(p=3.80e-03),,20935218,(p=6.80e-03),,23466061,(p=8.30e-03),,24081945,(p=8.60e-03),,24486589,(p=9.40e-03),,NA,,NA,
425,425,5601,MAPK9,-,234,9,6.598e-13,23912840,(p=1.60e-03),,24658140,(p=2.60e-03),,21357683,(p=4.50e-03),,26503828,(p=5.80e-03),,15860507,(p=7.20e-03),,20871632,(p=7.80e-03),,20525557,(p=9.00e-03),,26708719,(p=9.10e-03),,19385049,(p=9.70e-03),,NA,
426,426,54658,UGT1A1,-,610,12,6.637e-13,14586211,(p=1.30e-03),,17409981,(p=2.50e-03),,21150467,(p=2.60e-03),,16636344,(p=3.30e-03),,18509181,(p=6.00e-03),,19349543,(p=6.90e-03),,18547414,(p=8.30e-03),,23236239,(p=8.60e-03),,25055799,(p=9.10e-03),,25450281,(p=9.20e-03),
427,427,7525,YES1,-,149,8,7.257e-13,23866081,(p=9.01e-04),,22430206,(p=1.10e-03),,25925378,(p=2.60e-03),,21233420,(p=3.20e-03),,24323901,(p=3.60e-03),,15657067,(p=4.40e-03),,23318429,(p=5.00e-03),,17109515,(p=9.00e-03),,NA,,NA,
428,428,389,RHOC,-,150,8,7.641e-13,25649143,(p=3.10e-03),,25933027,(p=3.30e-03),,26898345,(p=3.60e-03),,18794150,(p=5.20e-03),,21079653,(p=7.80e-03),,19152186,(p=8.60e-03),,12808121,(p=9.10e-03),,16899593,(p=9.90e-03),,NA,,NA,
429,429,2115,ETV1,-,87,7,1.003e-12,27633918,(p=1.90e-03),,25073704,(p=2.60e-03),,25479232,(p=5.10e-03),,20160028,(p=6.20e-03),,21689625,(p=9.00e-03),,21559405,(p=9.10e-03),,12947087,(p=9.50e-03),,NA,,NA,,NA,
430,430,10631,POSTN,-,246,9,1.019e-12,25838397,(p=2.70e-03),,19688273,(p=4.00e-03),,28459197,(p=4.80e-03),,18949745,(p=6.20e-03),,11550156,(p=6.70e-03),,17043657,(p=7.00e-03),,29284199,(p=8.60e-03),,29161296,(p=8.70e-03),,26556874,(p=9.00e-03),,NA,
431,431,4585,MUC4,-,159,8,1.213e-12,23370366,(p=3.20e-03),,22580602,(p=3.20e-03),,27698002,(p=3.80e-03),,15461591,(p=7.30e-03),,24747969,(p=9.00e-03),,16690615,(p=9.10e-03),,25522282,(p=9.20e-03),,17621592,(p=9.40e-03),,NA,,NA,
432,432,8754,ADAM9,-,93,7,1.607e-12,28648644,(p=4.80e-03),,25060522,(p=5.10e-03),,27770372,(p=5.10e-03),,26507842,(p=6.20e-03),,19473694,(p=7.80e-03),,24770635,(p=8.50e-03),,25778452,(p=9.80e-03),,NA,,NA,,NA,
433,433,1848,DUSP6,-,94,7,1.731e-12,20097731,(p=8.03e-04),,28231233,(p=1.90e-03),,27156317,(p=3.50e-03),,25344212,(p=5.10e-03),,21680106,(p=6.90e-03),,22169769,(p=7.60e-03),,23839489,(p=9.90e-03),,NA,,NA,,NA,
434,434,4087,SMAD2,-,515,11,1.81e-12,28375158,(p=3.60e-03),,19139564,(p=5.10e-03),,26383977,(p=5.10e-03),,26908446,(p=6.20e-03),,26057631,(p=7.20e-03),,26977879,(p=7.50e-03),,21406405,(p=7.50e-03),,25882870,(p=9.10e-03),,25980495,(p=9.20e-03),,26608417,(p=9.50e-03),
435,435,7270,TTF1,-,46,6,2.055e-12,28378892,(p=4.17e-04),,25878335,(p=8.01e-04),,28677170,(p=1.60e-03),,26905105,(p=1.80e-03),,26823891,(p=4.50e-03),,28474808,(p=7.20e-03),,NA,,NA,,NA,,NA,
436,436,3702,ITK,-,97,7,2.153e-12,25512530,(p=4.12e-04),,24658140,(p=2.60e-03),,27780854,(p=3.60e-03),,19535334,(p=5.00e-03),,23293025,(p=7.60e-03),,20439541,(p=7.80e-03),,25337257,(p=9.00e-03),,NA,,NA,,NA,
437,437,5782,PTPN12,-,97,7,2.148e-12,24189400,(p=4.18e-04),,24658140,(p=2.60e-03),,24285539,(p=4.80e-03),,23044628,(p=5.30e-03),,23435421,(p=5.40e-03),,25868976,(p=6.00e-03),,18559503,(p=6.50e-03),,NA,,NA,,NA,
438,438,4771,NF2,-,268,9,2.143e-12,28396363,(p=4.18e-04),,24848258,(p=2.50e-03),,25823924,(p=2.90e-03),,20491622,(p=3.60e-03),,27289045,(p=5.40e-03),,26895810,(p=5.80e-03),,28003305,(p=7.30e-03),,20195187,(p=8.70e-03),,25217104,(p=9.90e-03),,NA,
439,439,8741,TNFSF13,-,174,8,2.456e-12,20003335,(p=3.50e-03),,21483105,(p=5.40e-03),,24436270,(p=6.00e-03),,21687682,(p=6.20e-03),,18366696,(p=6.20e-03),,26385772,(p=7.30e-03),,25750171,(p=8.00e-03),,15070697,(p=8.90e-03),,NA,,NA,
440,440,6678,SPARC,-,279,9,3.048e-12,28304139,(p=1.00e-03),,15246191,(p=2.90e-03),,11782382,(p=5.90e-03),,23114088,(p=6.00e-03),,25374228,(p=6.60e-03),,21098700,(p=7.30e-03),,24590286,(p=9.20e-03),,20565704,(p=9.30e-03),,23249717,(p=9.90e-03),,NA,
441,441,7077,TIMP2,-,401,10,3.057e-12,28498424,(p=2.30e-03),,23371049,(p=3.80e-03),,26556867,(p=4.60e-03),,15754326,(p=5.40e-03),,18260263,(p=6.20e-03),,19596921,(p=7.30e-03),,26278569,(p=7.30e-03),,22511598,(p=7.70e-03),,18474097,(p=9.00e-03),,22270451,(p=9.80e-03),
442,442,4292,MLH1,-,876,13,3.164e-12,24205245,(p=1.60e-03),,27436342,(p=2.90e-03),,26191250,(p=3.10e-03),,16061855,(p=4.40e-03),,18949393,(p=5.40e-03),,14562278,(p=6.40e-03),,20458443,(p=6.70e-03),,22865300,(p=6.80e-03),,12209584,(p=6.80e-03),,27287342,(p=8.10e-03),
443,443,2152,F3,-,550,11,3.538e-12,19661141,(p=8.03e-04),,28055955,(p=1.10e-03),,15034795,(p=1.90e-03),,20553947,(p=4.40e-03),,18612547,(p=5.50e-03),,26763081,(p=5.80e-03),,19628788,(p=6.70e-03),,25450387,(p=7.80e-03),,21619686,(p=7.90e-03),,21693061,(p=8.10e-03),
444,444,6195,RPS6KA1,-,183,8,3.636e-12,24189400,(p=4.18e-04),,28167505,(p=1.20e-03),,27236820,(p=1.60e-03),,19150432,(p=3.80e-03),,22674792,(p=6.40e-03),,22249268,(p=8.00e-03),,26977024,(p=8.70e-03),,24332215,(p=9.20e-03),,NA,,NA,
445,445,9149,DYRK1B,-,51,6,3.849e-12,19633423,(p=1.90e-03),,28554575,(p=3.50e-03),,26784250,(p=3.50e-03),,24590896,(p=5.40e-03),,16618736,(p=6.00e-03),,20042639,(p=9.90e-03),,NA,,NA,,NA,,NA,
446,446,10825,NEU3,-,51,6,3.84e-12,29088281,(p=1.10e-03),,17334392,(p=2.60e-03),,26470851,(p=5.50e-03),,21681193,(p=6.00e-03),,25803810,(p=7.60e-03),,16428383,(p=9.20e-03),,NA,,NA,,NA,,NA,
447,447,4088,SMAD3,-,718,12,3.991e-12,28115165,(p=1.10e-03),,19139564,(p=5.10e-03),,23474366,(p=5.40e-03),,23838884,(p=5.40e-03),,27746021,(p=5.40e-03),,18174246,(p=5.80e-03),,26908446,(p=6.20e-03),,21159608,(p=6.80e-03),,24330518,(p=7.10e-03),,24709776,(p=7.60e-03),
448,448,3326,HSP90AB1,-,291,9,4.346e-12,24189400,(p=4.18e-04),,26903158,(p=1.60e-03),,24658140,(p=2.60e-03),,15657067,(p=4.40e-03),,16049007,(p=5.80e-03),,19047110,(p=5.80e-03),,28359326,(p=6.20e-03),,22451720,(p=7.80e-03),,20841485,(p=8.30e-03),,NA,
449,449,11197,WIF1,-,109,7,4.803e-12,16007117,(p=5.00e-03),,23686431,(p=5.40e-03),,28468589,(p=6.20e-03),,22002305,(p=7.50e-03),,25772239,(p=8.60e-03),,27430608,(p=8.70e-03),,20197388,(p=9.00e-03),,NA,,NA,,NA,
450,450,10855,HPSE,-,296,9,5.031e-12,27565180,(p=3.00e-03),,26624982,(p=5.50e-03),,23048032,(p=7.20e-03),,22488243,(p=7.50e-03),,20164500,(p=7.50e-03),,23649655,(p=7.80e-03),,27067977,(p=9.00e-03),,23704979,(p=9.20e-03),,28581441,(p=9.80e-03),,NA,
451,451,6690,SPINK1,-,191,8,5.037e-12,22313860,(p=1.90e-03),,26437224,(p=2.60e-03),,20442300,(p=3.20e-03),,18317448,(p=5.30e-03),,21656687,(p=6.20e-03),,21368222,(p=6.90e-03),,23475261,(p=7.10e-03),,23459095,(p=7.20e-03),,NA,,NA,
452,452,220,ALDH1A3,-,54,6,5.423e-12,24047698,(p=3.04e-04),,24907115,(p=6.00e-03),,25656374,(p=7.20e-03),,28423611,(p=9.00e-03),,27076629,(p=9.10e-03),,26687806,(p=9.70e-03),,NA,,NA,,NA,,NA,
453,453,5566,PRKACA,-,574,11,5.411e-12,27986643,(p=3.50e-03),,19920112,(p=4.20e-03),,18505929,(p=5.40e-03),,23410945,(p=5.40e-03),,25557953,(p=5.80e-03),,24909179,(p=6.00e-03),,21559296,(p=7.30e-03),,28051330,(p=7.80e-03),,21098703,(p=8.30e-03),,25468898,(p=9.30e-03),
454,454,10397,NDRG1,-,195,8,5.906e-12,27793840,(p=1.10e-03),,22481237,(p=1.90e-03),,26534963,(p=3.50e-03),,20853080,(p=6.00e-03),,19259744,(p=6.20e-03),,12702552,(p=6.80e-03),,25860930,(p=6.80e-03),,25152373,(p=7.60e-03),,NA,,NA,
455,455,5320,PLA2G2A,-,198,8,6.656e-12,23026567,(p=1.60e-03),,28440478,(p=3.50e-03),,24913497,(p=5.30e-03),,25317799,(p=6.70e-03),,23852891,(p=8.40e-03),,20639215,(p=8.60e-03),,19490893,(p=9.00e-03),,25347447,(p=9.90e-03),,NA,,NA,
456,456,864,RUNX3,-,316,9,8.839e-12,26657794,(p=3.00e-03),,23892093,(p=3.00e-03),,28119527,(p=3.30e-03),,17606310,(p=4.20e-03),,21873791,(p=6.00e-03),,26082616,(p=6.20e-03),,16328045,(p=6.80e-03),,18580070,(p=7.60e-03),,19290488,(p=7.80e-03),,NA,
