,Rank,GeneID,Symbol,Homologs,n,n_pos,FDR,Top,10,pmids,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27
18,18,7157,TP53,-,8709,439,1.013e-143,26790143,(p=9.78e-05),,27911979,(p=2.02e-04),,21289082,(p=2.07e-04),,20811722,(p=3.04e-04),,26582795,(p=4.01e-04),,26512780,(p=5.02e-04),,27611608,(p=5.02e-04),,27178450,(p=6.00e-04),,22096025,(p=6.00e-04),,27863474,(p=7.00e-04),
19,19,4170,MCL1,-,587,113,2.25e-142,27351224,(p=9.39e-05),,27765849,(p=2.02e-04),,17927446,(p=2.02e-04),,23883584,(p=3.05e-04),,20038816,(p=4.00e-04),,25873592,(p=1.00e-03),,26636651,(p=1.00e-03),,25756510,(p=1.10e-03),,19523441,(p=1.30e-03),,25590803,(p=1.30e-03),
20,20,3815,KIT,-,935,125,1.238e-132,20824047,(p=4.00e-04),,25588542,(p=5.00e-04),,27068398,(p=7.00e-04),,21131919,(p=7.00e-04),,18632627,(p=7.03e-04),,28947418,(p=9.00e-04),,23246970,(p=9.00e-04),,26399561,(p=1.00e-03),,23944364,(p=1.00e-03),,19047099,(p=1.00e-03),
21,21,29126,CD274,-,734,112,7.59e-130,24812408,(p=1.00e-04),,27534574,(p=2.00e-04),,28275115,(p=2.03e-04),,25349974,(p=2.06e-04),,28231855,(p=3.01e-04),,26086854,(p=3.03e-04),,27470968,(p=6.01e-04),,27499357,(p=7.02e-04),,24815784,(p=7.02e-04),,25658629,(p=7.03e-04),
22,22,5294,PIK3CG,-,412,88,1.802e-123,20124452,(p=2.00e-04),,19078992,(p=9.00e-04),,19492075,(p=9.01e-04),,19609946,(p=1.00e-03),,19567590,(p=1.00e-03),,18725974,(p=1.00e-03),,18025271,(p=1.00e-03),,19553005,(p=1.30e-03),,18451140,(p=1.60e-03),,23107319,(p=1.70e-03),
23,23,6714,SRC,-,1255,131,2.982e-123,23242808,(p=8.27e-05),,21618517,(p=3.05e-04),,22658320,(p=8.02e-04),,19861436,(p=1.00e-03),,22388352,(p=1.00e-03),,26358373,(p=1.00e-03),,24937674,(p=1.00e-03),,27419630,(p=1.00e-03),,21646863,(p=1.20e-03),,16163059,(p=1.20e-03),
24,24,8743,TNFSF10,-,776,108,2.282e-122,20417200,(p=8.39e-05),,27176505,(p=1.00e-03),,18922903,(p=1.30e-03),,21670755,(p=1.50e-03),,15757891,(p=1.70e-03),,22462553,(p=1.70e-03),,22948392,(p=1.70e-03),,23053497,(p=1.70e-03),,23699656,(p=1.70e-03),,19074436,(p=1.90e-03),
25,25,5604,MAP2K1,-,386,84,4.04e-120,22773810,(p=8.89e-05),,25370473,(p=9.34e-05),,22805292,(p=9.61e-05),,24011934,(p=2.01e-04),,18390968,(p=2.01e-04),,23934108,(p=2.04e-04),,25351745,(p=2.04e-04),,26324360,(p=2.05e-04),,19500021,(p=3.02e-04),,18632602,(p=3.03e-04),
26,26,4790,NFKB1,-,2819,169,1.241e-108,25028470,(p=2.06e-04),,24771846,(p=3.05e-04),,25900832,(p=5.02e-04),,24300974,(p=7.01e-04),,19885551,(p=7.03e-04),,22145100,(p=1.00e-03),,24137610,(p=1.10e-03),,22286758,(p=1.10e-03),,26522725,(p=1.20e-03),,20482842,(p=1.30e-03),
27,27,332,BIRC5,-,1116,109,8.089e-107,24387108,(p=4.00e-04),,22075159,(p=9.01e-04),,25895606,(p=1.00e-03),,22407831,(p=1.00e-03),,24563335,(p=1.10e-03),,18593915,(p=1.10e-03),,21367753,(p=1.20e-03),,22723337,(p=1.20e-03),,21470426,(p=1.30e-03),,25808836,(p=1.30e-03),
28,28,558,AXL,-,235,65,8.991e-107,27927748,(p=7.02e-04),,22890323,(p=9.02e-04),,24240689,(p=9.02e-04),,25767293,(p=1.00e-03),,27712586,(p=1.00e-03),,27671334,(p=1.00e-03),,21132014,(p=1.00e-03),,25637219,(p=1.10e-03),,28440492,(p=1.40e-03),,28118606,(p=1.70e-03),
29,29,5747,PTK2,-,828,94,4.11e-103,26962872,(p=3.00e-04),,25971297,(p=9.02e-04),,28533307,(p=1.00e-03),,26892465,(p=1.10e-03),,27736841,(p=1.10e-03),,24848258,(p=1.20e-03),,24523919,(p=1.30e-03),,28092671,(p=1.30e-03),,25741138,(p=1.30e-03),,23536552,(p=1.40e-03),
30,30,1111,CHEK1,-,455,74,2.079e-99,24113549,(p=6.00e-04),,24810059,(p=1.10e-03),,24098799,(p=1.30e-03),,26988986,(p=1.30e-03),,25084614,(p=1.30e-03),,25460505,(p=1.30e-03),,29074359,(p=1.70e-03),,21179472,(p=1.90e-03),,19593445,(p=2.20e-03),,27815358,(p=2.30e-03),
31,31,6198,RPS6KB1,-,354,68,1.083e-98,22110663,(p=3.02e-04),,25379021,(p=3.04e-04),,24447434,(p=7.02e-04),,29305864,(p=9.02e-04),,18025271,(p=1.00e-03),,27663511,(p=1.10e-03),,20173664,(p=1.30e-03),,28376174,(p=1.30e-03),,27993682,(p=1.30e-03),,24729449,(p=1.30e-03),
32,32,5894,RAF1,-,542,75,5.733e-95,26466569,(p=9.55e-05),,27810072,(p=2.04e-04),,23934108,(p=2.04e-04),,24486585,(p=2.06e-04),,21139044,(p=3.02e-04),,18794803,(p=3.05e-04),,23076151,(p=7.00e-04),,20130576,(p=7.03e-04),,19633425,(p=8.02e-04),,19492075,(p=9.01e-04),
33,33,1026,CDKN1A,-,1511,110,1.651e-94,25912549,(p=1.00e-03),,23982416,(p=1.20e-03),,25349305,(p=1.30e-03),,25885043,(p=1.30e-03),,21616632,(p=1.50e-03),,28757172,(p=1.60e-03),,25788262,(p=1.60e-03),,12599217,(p=1.70e-03),,24782314,(p=1.70e-03),,18316600,(p=2.30e-03),
34,34,5599,MAPK8,-,927,90,2.985e-94,26286024,(p=8.02e-04),,18025271,(p=1.00e-03),,21483469,(p=1.30e-03),,27401020,(p=1.30e-03),,24170769,(p=1.50e-03),,21931671,(p=1.70e-03),,18594007,(p=1.80e-03),,15860507,(p=1.80e-03),,19074436,(p=1.90e-03),,23237571,(p=1.90e-03),
35,35,6790,AURKA,-,611,74,9.304e-90,26962685,(p=2.07e-04),,25609923,(p=7.02e-04),,28764929,(p=8.02e-04),,19649632,(p=9.02e-04),,23334327,(p=9.02e-04),,27213815,(p=1.20e-03),,28188776,(p=1.20e-03),,25624750,(p=1.30e-03),,25625960,(p=1.30e-03),,21059223,(p=1.30e-03),
36,36,10018,BCL2L11,-,424,64,2.732e-87,17927446,(p=2.02e-04),,23532334,(p=3.02e-04),,26639561,(p=8.01e-04),,22145099,(p=9.00e-04),,23382048,(p=9.01e-04),,26001141,(p=1.00e-03),,26287412,(p=1.00e-03),,18508762,(p=1.00e-03),,27986747,(p=1.10e-03),,24493829,(p=1.30e-03),
37,37,3091,HIF1A,-,2688,130,1.088e-84,22865452,(p=1.07e-04),,23785417,(p=9.02e-04),,25748238,(p=1.00e-03),,27821815,(p=1.00e-03),,19435875,(p=1.10e-03),,16596228,(p=1.30e-03),,20154724,(p=1.30e-03),,20473281,(p=1.40e-03),,16847054,(p=1.60e-03),,25385044,(p=1.60e-03),
38,38,596,BCL2,-,1761,105,8.051e-84,28428442,(p=7.00e-04),,24608435,(p=1.00e-03),,23588221,(p=1.00e-03),,21483469,(p=1.30e-03),,17848408,(p=1.30e-03),,28379541,(p=1.70e-03),,24338002,(p=1.70e-03),,19676105,(p=1.70e-03),,15498929,(p=1.70e-03),,26874859,(p=1.70e-03),
39,39,5347,PLK1,-,605,69,1.115e-83,22188812,(p=9.00e-04),,25826089,(p=1.10e-03),,23144294,(p=1.10e-03),,27558135,(p=1.30e-03),,28126323,(p=1.30e-03),,27793694,(p=1.40e-03),,23574746,(p=1.50e-03),,27647547,(p=1.60e-03),,23887393,(p=1.70e-03),,24874015,(p=1.70e-03),
40,40,7422,VEGFA,-,4154,160,4.059e-82,25889301,(p=9.90e-05),,25010863,(p=5.01e-04),,18494554,(p=7.01e-04),,27727447,(p=7.03e-04),,23435217,(p=1.00e-03),,15610528,(p=1.10e-03),,25326806,(p=1.10e-03),,22497886,(p=1.10e-03),,16163059,(p=1.20e-03),,21743435,(p=1.30e-03),
41,41,1027,CDKN1B,-,929,79,4.081e-82,23982416,(p=1.20e-03),,25228008,(p=1.30e-03),,25788262,(p=1.60e-03),,21062737,(p=1.70e-03),,12599217,(p=1.70e-03),,14871979,(p=1.80e-03),,27197201,(p=2.00e-03),,25524798,(p=2.00e-03),,20716117,(p=2.90e-03),,19734935,(p=3.10e-03),
42,42,2932,GSK3B,-,1118,84,3.193e-81,23077590,(p=7.02e-04),,23729362,(p=1.00e-03),,19584164,(p=1.00e-03),,22286758,(p=1.10e-03),,22534782,(p=1.20e-03),,19202075,(p=1.30e-03),,27780915,(p=1.50e-03),,24391509,(p=1.70e-03),,24239461,(p=1.70e-03),,23243017,(p=1.70e-03),
43,43,5979,RET,-,761,71,2.745e-79,23578175,(p=2.02e-04),,23841470,(p=2.05e-04),,24798740,(p=7.00e-04),,19561646,(p=7.02e-04),,27912827,(p=7.03e-04),,28011461,(p=8.02e-04),,26853422,(p=9.01e-04),,25047660,(p=1.00e-03),,26078337,(p=1.00e-03),,27683183,(p=1.10e-03),
44,44,3265,HRAS,-,704,69,3.221e-79,22417847,(p=5.00e-04),,22096025,(p=6.00e-04),,22712795,(p=7.01e-04),,21480388,(p=9.02e-04),,22696230,(p=1.00e-03),,21943101,(p=1.00e-03),,19596959,(p=1.10e-03),,21072204,(p=1.10e-03),,19487299,(p=1.20e-03),,26544513,(p=1.30e-03),
45,45,3082,HGF,-,693,68,1.808e-78,22763439,(p=2.02e-04),,21423210,(p=3.02e-04),,28341789,(p=7.00e-04),,24800946,(p=7.01e-04),,23045285,(p=8.02e-04),,22435662,(p=1.00e-03),,23296269,(p=1.50e-03),,23386689,(p=1.70e-03),,24609899,(p=1.70e-03),,20372801,(p=1.70e-03),
46,46,4609,MYC,-,1745,97,1.672e-77,27472392,(p=2.05e-04),,25537515,(p=9.01e-04),,18679422,(p=1.00e-03),,25748238,(p=1.00e-03),,26988986,(p=1.30e-03),,27903272,(p=1.30e-03),,28714960,(p=1.50e-03),,22826122,(p=1.60e-03),,18722373,(p=1.70e-03),,26917778,(p=1.70e-03),
47,47,3320,HSP90AA1,-,908,74,2.205e-77,24398428,(p=9.39e-05),,19952121,(p=1.06e-04),,24463348,(p=3.01e-04),,22144665,(p=5.00e-04),,24682747,(p=9.01e-04),,22806877,(p=1.00e-03),,23418523,(p=1.10e-03),,28032595,(p=1.20e-03),,16024644,(p=1.30e-03),,26556860,(p=1.30e-03),
48,48,3717,JAK2,-,1189,81,3.39e-76,22319590,(p=2.05e-04),,26682870,(p=7.00e-04),,27025877,(p=8.02e-04),,20072651,(p=9.03e-04),,25760445,(p=1.00e-03),,22712764,(p=1.00e-03),,24886434,(p=1.20e-03),,26084564,(p=1.30e-03),,18829483,(p=1.30e-03),,19589925,(p=1.60e-03),
49,49,5295,PIK3R1,-,660,65,3.389e-76,21278786,(p=9.02e-04),,22355357,(p=1.00e-03),,18803287,(p=1.10e-03),,23676467,(p=1.30e-03),,20007781,(p=1.50e-03),,26895380,(p=1.70e-03),,10383151,(p=1.70e-03),,22439932,(p=1.90e-03),,24189400,(p=2.30e-03),,16982329,(p=2.60e-03),
50,50,2260,FGFR1,-,503,59,1.043e-75,26549034,(p=7.01e-04),,26438159,(p=8.02e-04),,23343422,(p=9.01e-04),,25188816,(p=9.02e-04),,25512530,(p=1.00e-03),,26387545,(p=1.00e-03),,24850843,(p=1.00e-03),,25691251,(p=1.10e-03),,28968756,(p=1.30e-03),,21160078,(p=1.60e-03),
51,51,2322,FLT3,-,568,61,3.381e-75,26286850,(p=5.01e-04),,17128418,(p=7.03e-04),,26999641,(p=9.00e-04),,19540337,(p=1.00e-03),,15604885,(p=1.70e-03),,27748370,(p=1.90e-03),,19684517,(p=1.90e-03),,27906677,(p=2.30e-03),,16982329,(p=2.60e-03),,26822154,(p=2.80e-03),
52,52,5156,PDGFRA,-,440,56,5.966e-75,18615679,(p=3.03e-04),,21131919,(p=7.00e-04),,26549034,(p=7.01e-04),,24634380,(p=8.01e-04),,24132921,(p=1.00e-03),,25380967,(p=1.10e-03),,22447844,(p=1.30e-03),,26544626,(p=1.30e-03),,28783171,(p=1.30e-03),,19649203,(p=1.70e-03),
53,53,1499,CTNNB1,-,2298,106,2.627e-74,27196759,(p=3.05e-04),,23489693,(p=3.05e-04),,26268703,(p=1.00e-03),,28018973,(p=1.00e-03),,24733413,(p=1.10e-03),,27835591,(p=1.30e-03),,22234612,(p=1.30e-03),,19202075,(p=1.30e-03),,27780915,(p=1.50e-03),,23579873,(p=1.50e-03),
54,54,2309,FOXO3,-,513,58,7.074e-74,26310353,(p=7.02e-04),,27881235,(p=9.02e-04),,21092744,(p=1.00e-03),,22971992,(p=1.20e-03),,27452907,(p=1.30e-03),,18312651,(p=1.30e-03),,25791921,(p=1.30e-03),,24448243,(p=1.50e-03),,20808831,(p=1.50e-03),,20169663,(p=1.70e-03),
55,55,1950,EGF,-,666,63,1.622e-73,15886816,(p=8.01e-04),,19380191,(p=1.00e-03),,17898861,(p=1.20e-03),,15802268,(p=1.80e-03),,24928511,(p=1.90e-03),,23229345,(p=2.20e-03),,20388803,(p=3.10e-03),,24268047,(p=3.10e-03),,20423485,(p=3.20e-03),,20851879,(p=3.40e-03),
56,56,3791,KDR,-,875,69,5.453e-73,20124452,(p=2.00e-04),,27059553,(p=2.06e-04),,27789775,(p=8.01e-04),,26853422,(p=9.01e-04),,27248821,(p=1.10e-03),,15610528,(p=1.10e-03),,25340839,(p=1.30e-03),,17631646,(p=1.60e-03),,18379357,(p=1.70e-03),,20485168,(p=1.70e-03),
57,57,2099,ESR1,-,2923,117,1.51e-72,25275589,(p=8.01e-04),,24758408,(p=1.00e-03),,16113100,(p=1.10e-03),,19487288,(p=1.10e-03),,29029116,(p=1.20e-03),,28498399,(p=1.20e-03),,25991817,(p=1.20e-03),,24045439,(p=1.30e-03),,21509526,(p=1.30e-03),,27020862,(p=1.30e-03),
58,58,331,XIAP,-,499,56,6.986e-72,27607580,(p=2.02e-04),,17339366,(p=1.00e-03),,25501831,(p=1.10e-03),,12855663,(p=1.70e-03),,22776562,(p=1.70e-03),,12970762,(p=1.90e-03),,25572427,(p=2.30e-03),,25974735,(p=2.80e-03),,17094439,(p=3.20e-03),,18829553,(p=3.20e-03),
59,59,5133,PDCD1,-,584,58,1.221e-70,27354668,(p=9.64e-05),,27534574,(p=2.00e-04),,25349974,(p=2.06e-04),,27059553,(p=2.06e-04),,27540850,(p=3.02e-04),,27470968,(p=6.01e-04),,18494554,(p=7.01e-04),,24815784,(p=7.02e-04),,29489833,(p=9.02e-04),,26637667,(p=1.10e-03),
60,60,595,CCND1,-,1381,78,1.154e-68,23795354,(p=3.02e-04),,19633425,(p=8.02e-04),,19757306,(p=1.30e-03),,26997441,(p=1.30e-03),,20699365,(p=1.70e-03),,19903334,(p=1.70e-03),,23664541,(p=1.80e-03),,22234583,(p=2.20e-03),,18431519,(p=2.80e-03),,20232305,(p=2.80e-03),
61,61,4851,NOTCH1,-,1098,71,1.212e-68,26967479,(p=9.01e-04),,19549918,(p=1.00e-03),,25879451,(p=1.00e-03),,28122586,(p=1.30e-03),,21326611,(p=1.50e-03),,18663146,(p=1.70e-03),,18469855,(p=1.70e-03),,27870570,(p=2.00e-03),,19047145,(p=2.30e-03),,27473087,(p=2.80e-03),
62,62,1019,CDK4,-,482,53,1.253e-68,27986745,(p=7.02e-04),,18632627,(p=7.03e-04),,20354191,(p=8.01e-04),,24496383,(p=8.02e-04),,28947417,(p=1.10e-03),,24065146,(p=1.10e-03),,25991817,(p=1.20e-03),,20534551,(p=1.70e-03),,25852058,(p=1.90e-03),,25876993,(p=1.90e-03),
