,Rank,GeneID,Symbol,Homologs,n,n_pos,FDR,Top,10,pmids,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27
77,77,4524,MTHFR,-,3221,25,2.192e-12,17488658,(p=4.02e-04),,20734048,(p=8.06e-04),,19923983,(p=1.50e-03),,19005482,(p=1.90e-03),,23407049,(p=2.30e-03),,19307503,(p=3.30e-03),,20216541,(p=3.30e-03),,16944145,(p=3.40e-03),,25104092,(p=3.50e-03),,25246386,(p=4.00e-03),
78,78,1027,CDKN1B,-,929,14,3.248e-12,19889619,(p=8.22e-05),,17148774,(p=4.01e-04),,18644126,(p=8.02e-04),,23982416,(p=8.03e-04),,12576455,(p=1.50e-03),,25524798,(p=1.50e-03),,21637966,(p=3.10e-03),,16526056,(p=4.60e-03),,15695403,(p=5.60e-03),,28498440,(p=5.60e-03),
79,79,3559,IL2RA,-,471,11,3.875e-12,25563559,(p=8.85e-05),,24180329,(p=8.91e-05),,21157146,(p=6.00e-04),,24037346,(p=8.04e-04),,28097942,(p=8.05e-04),,24369221,(p=1.20e-03),,24362271,(p=1.70e-03),,26350263,(p=4.10e-03),,25422100,(p=8.30e-03),,25006129,(p=8.50e-03),
80,80,3309,HSPA5,-,630,12,5.099e-12,20473863,(p=3.00e-03),,24602846,(p=3.30e-03),,19470730,(p=3.50e-03),,24781973,(p=4.00e-03),,23318453,(p=4.40e-03),,26939701,(p=6.40e-03),,25519021,(p=8.70e-03),,27254284,(p=9.30e-03),,16912156,(p=9.40e-03),,25360516,(p=9.70e-03),
81,81,978,CDA,-,89,7,6.254e-12,16507781,(p=2.60e-03),,22052224,(p=3.50e-03),,20890066,(p=4.00e-03),,26083014,(p=4.60e-03),,18347182,(p=4.80e-03),,23995783,(p=7.90e-03),,20665488,(p=9.70e-03),,NA,,NA,,NA,
82,82,598,BCL2L1,-,648,12,6.844e-12,15657349,(p=2.00e-04),,21863213,(p=1.90e-03),,25590803,(p=2.60e-03),,16928273,(p=4.00e-03),,19008458,(p=4.10e-03),,22267549,(p=4.40e-03),,9824152,(p=4.40e-03),,26396258,(p=5.80e-03),,14520471,(p=6.80e-03),,23013270,(p=8.50e-03),
83,83,4851,NOTCH1,-,1098,14,2.558e-11,26394830,(p=2.50e-03),,23349303,(p=3.10e-03),,23295735,(p=3.30e-03),,21326611,(p=4.00e-03),,20965628,(p=4.60e-03),,24652989,(p=5.30e-03),,27870570,(p=5.30e-03),,19057901,(p=5.50e-03),,16688224,(p=5.80e-03),,24923451,(p=6.00e-03),
84,84,943,TNFRSF8,-,193,8,2.939e-11,25135752,(p=7.67e-05),,26884853,(p=8.43e-05),,27816715,(p=8.55e-05),,26340843,(p=7.01e-04),,23343832,(p=2.10e-03),,25248878,(p=2.60e-03),,27521276,(p=4.10e-03),,25288491,(p=9.30e-03),,NA,,NA,
85,85,2938,GSTA1,-,203,8,4.345e-11,21169260,(p=6.00e-04),,19448608,(p=7.01e-04),,19786980,(p=8.02e-04),,24215845,(p=1.30e-03),,20216541,(p=3.30e-03),,19696793,(p=5.30e-03),,12516103,(p=6.20e-03),,28267438,(p=6.80e-03),,NA,,NA,
86,86,2099,ESR1,-,2923,21,1.029e-10,17388661,(p=2.13e-04),,19667268,(p=7.00e-04),,20920367,(p=8.01e-04),,26916095,(p=2.10e-03),,21901395,(p=2.30e-03),,27022068,(p=3.50e-03),,28498399,(p=4.10e-03),,22460789,(p=4.10e-03),,20338046,(p=4.10e-03),,16497877,(p=4.40e-03),
87,87,10257,ABCC4,-,166,7,4.826e-10,24024181,(p=4.10e-03),,19696793,(p=5.30e-03),,25586538,(p=6.60e-03),,24036158,(p=7.90e-03),,21156465,(p=9.00e-03),,25301721,(p=9.10e-03),,25879330,(p=9.80e-03),,NA,,NA,,NA,
88,88,8741,TNFSF13,-,174,7,6.63e-10,25146008,(p=2.30e-03),,21687682,(p=3.80e-03),,17190854,(p=4.20e-03),,26385772,(p=5.80e-03),,20003335,(p=6.40e-03),,27923834,(p=7.90e-03),,19291294,(p=9.70e-03),,NA,,NA,,NA,
89,89,4193,MDM2,-,1687,15,7.081e-10,23982177,(p=9.54e-05),,18269578,(p=8.05e-04),,20306673,(p=2.60e-03),,24889555,(p=3.40e-03),,22634534,(p=4.10e-03),,18618574,(p=4.40e-03),,19560254,(p=6.20e-03),,25501825,(p=6.60e-03),,18706692,(p=7.90e-03),,23347235,(p=9.00e-03),
90,90,5156,PDGFRA,-,440,9,8.088e-10,17377585,(p=1.90e-03),,25380967,(p=3.30e-03),,19307738,(p=5.30e-03),,23064464,(p=6.20e-03),,22389665,(p=6.30e-03),,25202099,(p=6.40e-03),,27120808,(p=6.40e-03),,25621775,(p=7.40e-03),,26778387,(p=8.90e-03),,NA,
91,91,23411,SIRT1,-,1010,12,8.539e-10,26646449,(p=2.40e-03),,26515337,(p=3.60e-03),,26398583,(p=3.80e-03),,16288004,(p=4.90e-03),,24088390,(p=5.80e-03),,22833338,(p=6.00e-03),,21527554,(p=6.40e-03),,26280894,(p=7.90e-03),,19430421,(p=8.70e-03),,26722524,(p=9.10e-03),
92,92,7083,TK1,-,95,6,8.72e-10,22263569,(p=3.20e-03),,20544519,(p=3.30e-03),,23179401,(p=3.30e-03),,28651488,(p=5.80e-03),,20592392,(p=6.10e-03),,23693054,(p=9.50e-03),,NA,,NA,,NA,,NA,
93,93,1019,CDK4,-,482,9,1.721e-09,27542767,(p=4.10e-03),,15695403,(p=5.60e-03),,27564114,(p=5.80e-03),,18285702,(p=5.80e-03),,25028469,(p=6.60e-03),,20354191,(p=6.80e-03),,28432176,(p=8.70e-03),,21477379,(p=8.70e-03),,27986745,(p=9.10e-03),,NA,
94,94,1806,DPYD,-,212,7,2.456e-09,20530282,(p=4.60e-03),,28637434,(p=5.80e-03),,15709212,(p=6.60e-03),,19636001,(p=7.40e-03),,23942539,(p=8.40e-03),,28027897,(p=8.70e-03),,25677447,(p=9.30e-03),,NA,,NA,,NA,
95,95,5925,RB1,-,1124,12,2.601e-09,18381962,(p=3.00e-03),,19556322,(p=3.10e-03),,18976938,(p=4.10e-03),,15695403,(p=5.60e-03),,23949216,(p=6.20e-03),,25028469,(p=6.60e-03),,27148695,(p=7.90e-03),,24336157,(p=7.90e-03),,20680693,(p=8.70e-03),,20627193,(p=9.10e-03),
96,96,3815,KIT,-,935,11,3.805e-09,23467883,(p=8.01e-04),,27371698,(p=3.10e-03),,15512818,(p=5.00e-03),,19540337,(p=5.30e-03),,19307738,(p=5.30e-03),,15337769,(p=5.40e-03),,25082877,(p=6.20e-03),,25202099,(p=6.40e-03),,23944364,(p=6.60e-03),,27391574,(p=9.10e-03),
97,97,3480,IGF1R,-,955,11,4.656e-09,26450156,(p=8.02e-04),,28498399,(p=4.10e-03),,21748295,(p=5.30e-03),,25916750,(p=6.60e-03),,21273178,(p=7.90e-03),,20935157,(p=7.90e-03),,24489919,(p=8.30e-03),,28030849,(p=9.10e-03),,26884344,(p=9.50e-03),,26738606,(p=9.50e-03),
98,98,3880,KRT19,-,237,7,5.098e-09,21663668,(p=4.60e-03),,18705345,(p=5.20e-03),,19549321,(p=5.30e-03),,24178178,(p=5.80e-03),,16324274,(p=6.40e-03),,20920982,(p=7.90e-03),,22990361,(p=8.40e-03),,NA,,NA,,NA,
99,99,100133941,CD24,-,250,7,7.294e-09,28418843,(p=4.50e-03),,26617852,(p=5.10e-03),,20567952,(p=8.20e-03),,26444008,(p=8.40e-03),,20405247,(p=8.50e-03),,28440503,(p=8.50e-03),,26351781,(p=9.10e-03),,NA,,NA,,NA,
100,100,613,BCR,-,399,8,7.445e-09,22896000,(p=1.40e-03),,23171834,(p=3.60e-03),,22593461,(p=3.80e-03),,27297971,(p=4.70e-03),,27334764,(p=8.50e-03),,23317202,(p=8.50e-03),,20015884,(p=8.60e-03),,16914906,(p=9.30e-03),,NA,,NA,
101,101,1050,CEBPA,-,411,8,9.267e-09,26537612,(p=1.30e-03),,27602952,(p=5.30e-03),,26162409,(p=5.80e-03),,20306678,(p=6.40e-03),,19059939,(p=6.70e-03),,18559874,(p=6.80e-03),,18450602,(p=8.50e-03),,22260161,(p=9.00e-03),,NA,,NA,
102,102,2030,SLC29A1,-,143,6,9.354e-09,26083014,(p=4.60e-03),,15529184,(p=5.00e-03),,21264835,(p=8.70e-03),,12389626,(p=9.10e-03),,24361227,(p=9.70e-03),,20665488,(p=9.70e-03),,NA,,NA,,NA,,NA,
103,103,50943,FOXP3,-,807,10,9.945e-09,26968188,(p=8.67e-05),,16825494,(p=2.60e-03),,19373655,(p=4.10e-03),,28508176,(p=5.30e-03),,19542249,(p=5.80e-03),,26341640,(p=6.40e-03),,22431701,(p=8.50e-03),,18231910,(p=9.00e-03),,26722524,(p=9.10e-03),,19255331,(p=9.10e-03),
104,104,572,BAD,-,267,7,1.092e-08,9824152,(p=4.40e-03),,18593990,(p=4.50e-03),,21918885,(p=6.40e-03),,18676776,(p=6.60e-03),,26467384,(p=7.50e-03),,25215949,(p=9.00e-03),,21849418,(p=9.20e-03),,NA,,NA,,NA,
105,105,7124,TNF,-,5360,25,1.149e-08,22173242,(p=2.14e-04),,20191326,(p=3.00e-04),,14633738,(p=5.02e-04),,23532628,(p=8.01e-04),,27211510,(p=8.04e-04),,24145654,(p=1.40e-03),,23225254,(p=1.40e-03),,26255115,(p=2.10e-03),,20599393,(p=3.50e-03),,16293872,(p=4.00e-03),
106,106,3569,IL6,-,4030,21,1.19e-08,14633738,(p=5.02e-04),,21343371,(p=3.10e-03),,18479302,(p=3.20e-03),,22113576,(p=3.30e-03),,20465852,(p=3.60e-03),,21902578,(p=4.00e-03),,20535794,(p=4.00e-03),,28423581,(p=4.40e-03),,18800145,(p=4.70e-03),,26001328,(p=5.30e-03),
107,107,2100,ESR2,-,1065,11,1.251e-08,28052027,(p=1.90e-03),,21901395,(p=2.30e-03),,19676041,(p=6.10e-03),,28166815,(p=6.10e-03),,23549873,(p=6.40e-03),,27810901,(p=6.70e-03),,25376484,(p=8.70e-03),,15569979,(p=9.00e-03),,17640362,(p=9.00e-03),,24047421,(p=9.30e-03),
108,108,3958,LGALS3,-,620,9,1.277e-08,27687248,(p=2.20e-03),,19153476,(p=3.30e-03),,24603587,(p=4.10e-03),,24338002,(p=4.70e-03),,25788032,(p=5.60e-03),,18997617,(p=6.10e-03),,23449638,(p=9.00e-03),,28238096,(p=9.10e-03),,24603328,(p=9.70e-03),,NA,
109,109,4684,NCAM1,-,287,7,1.711e-08,25935537,(p=6.01e-04),,12008081,(p=4.10e-03),,17181871,(p=4.50e-03),,24206578,(p=4.70e-03),,21467162,(p=5.80e-03),,20557674,(p=5.80e-03),,19328310,(p=8.50e-03),,NA,,NA,,NA,
110,110,355,FAS,-,1113,11,1.881e-08,18494554,(p=9.00e-04),,14977837,(p=1.40e-03),,25304249,(p=2.60e-03),,15203866,(p=3.30e-03),,16364925,(p=4.20e-03),,27940354,(p=4.20e-03),,26202984,(p=4.30e-03),,27391025,(p=5.30e-03),,22821704,(p=5.30e-03),,19298528,(p=9.70e-03),
111,111,1555,CYP2B6,-,294,7,1.982e-08,25677220,(p=2.01e-04),,21169260,(p=6.00e-04),,20459744,(p=8.01e-04),,19005482,(p=1.90e-03),,20179710,(p=2.20e-03),,19696793,(p=5.30e-03),,26456622,(p=6.40e-03),,NA,,NA,,NA,
112,112,472,ATM,-,1126,11,2.07e-08,23091097,(p=2.60e-03),,20338046,(p=4.10e-03),,22675167,(p=5.30e-03),,16326028,(p=5.80e-03),,17502119,(p=6.10e-03),,25425972,(p=6.80e-03),,26563132,(p=7.70e-03),,27329169,(p=8.90e-03),,27625305,(p=9.10e-03),,18035414,(p=9.70e-03),
113,113,6696,SPP1,-,883,10,2.076e-08,26491674,(p=4.30e-03),,25862567,(p=5.80e-03),,25416631,(p=5.80e-03),,24440093,(p=5.80e-03),,25007036,(p=6.20e-03),,19763701,(p=8.60e-03),,28193231,(p=8.90e-03),,26381542,(p=8.90e-03),,26698858,(p=9.10e-03),,25271869,(p=9.80e-03),
114,114,6573,SLC19A1,-,168,6,2.198e-08,19841321,(p=1.50e-03),,18028428,(p=3.30e-03),,17264302,(p=5.30e-03),,18322994,(p=6.40e-03),,20335220,(p=8.60e-03),,21760912,(p=9.00e-03),,NA,,NA,,NA,,NA,
115,115,23326,USP22,-,81,5,2.988e-08,15931389,(p=3.40e-03),,26497847,(p=3.90e-03),,25369910,(p=5.30e-03),,21691749,(p=7.90e-03),,23979981,(p=8.60e-03),,NA,,NA,,NA,,NA,,NA,
116,116,257144,GCSAM,-,27,4,3.498e-08,25203428,(p=4.10e-03),,19883310,(p=4.40e-03),,15677569,(p=7.10e-03),,15591113,(p=8.50e-03),,NA,,NA,,NA,,NA,,NA,,NA,
117,117,945,CD33,-,86,5,3.982e-08,25883042,(p=2.10e-03),,24618611,(p=3.50e-03),,23444229,(p=5.60e-03),,18085638,(p=8.30e-03),,28644774,(p=9.10e-03),,NA,,NA,,NA,,NA,,NA,
118,118,2309,FOXO3,-,513,8,4.345e-08,20808831,(p=1.70e-03),,19211844,(p=5.60e-03),,22833338,(p=6.00e-03),,28869600,(p=6.80e-03),,25791921,(p=7.10e-03),,20215543,(p=8.90e-03),,20169663,(p=9.10e-03),,24194912,(p=9.20e-03),,NA,,NA,
119,119,1728,NQO1,-,520,8,4.777e-08,19671875,(p=8.03e-04),,21946896,(p=2.30e-03),,24912939,(p=4.30e-03),,11840286,(p=6.10e-03),,17476281,(p=6.20e-03),,11895912,(p=6.70e-03),,21351093,(p=8.50e-03),,25400754,(p=9.00e-03),,NA,,NA,
120,120,3161,HMMR,-,92,5,5.462e-08,19857547,(p=2.04e-04),,21274712,(p=8.03e-04),,26870892,(p=2.20e-03),,24069434,(p=6.20e-03),,18559599,(p=8.70e-03),,NA,,NA,,NA,,NA,,NA,
121,121,5888,RAD51,-,578,8,1.048e-07,22634097,(p=2.50e-03),,18581889,(p=2.80e-03),,16596227,(p=3.90e-03),,21107697,(p=6.20e-03),,21363882,(p=8.50e-03),,25354554,(p=8.50e-03),,20092964,(p=8.70e-03),,28030834,(p=9.30e-03),,NA,,NA,
122,122,836,CASP3,-,1069,10,1.091e-07,18754867,(p=9.40e-05),,15657349,(p=2.00e-04),,20919853,(p=8.04e-04),,20722551,(p=3.30e-03),,15803189,(p=4.10e-03),,18227733,(p=4.30e-03),,25197379,(p=7.90e-03),,12070005,(p=7.90e-03),,12036886,(p=8.40e-03),,19738422,(p=9.10e-03),
123,123,861,RUNX1,-,587,8,1.159e-07,15203865,(p=5.01e-04),,27506214,(p=9.00e-04),,21869842,(p=3.90e-03),,21343560,(p=5.30e-03),,25082877,(p=6.20e-03),,29055018,(p=6.40e-03),,20682397,(p=8.40e-03),,17889714,(p=8.50e-03),,NA,,NA,
124,124,1649,DDIT3,-,228,6,1.242e-07,19470730,(p=3.50e-03),,23053497,(p=4.00e-03),,24781973,(p=4.00e-03),,27267997,(p=9.00e-03),,21697087,(p=9.00e-03),,28618969,(p=9.90e-03),,NA,,NA,,NA,,NA,
125,125,7424,VEGFC,-,400,7,1.428e-07,26124351,(p=4.02e-04),,19701853,(p=9.00e-04),,22833169,(p=6.20e-03),,24184161,(p=6.40e-03),,20522712,(p=8.40e-03),,19671876,(p=9.00e-03),,24862180,(p=9.10e-03),,NA,,NA,,NA,
126,126,930,CD19,-,114,5,1.533e-07,25883042,(p=2.10e-03),,21599592,(p=2.60e-03),,25739938,(p=4.00e-03),,28441264,(p=9.00e-03),,7568175,(p=9.30e-03),,NA,,NA,,NA,,NA,,NA,
127,127,3791,KDR,-,875,9,1.939e-07,22129133,(p=4.03e-04),,20026801,(p=4.04e-04),,19701853,(p=9.00e-04),,27789775,(p=1.70e-03),,21424032,(p=4.60e-03),,27837630,(p=8.70e-03),,23697367,(p=8.90e-03),,27059553,(p=9.00e-03),,26619847,(p=9.20e-03),,NA,
128,128,4292,MLH1,-,876,9,1.942e-07,25596266,(p=9.40e-05),,21156845,(p=7.01e-04),,20338046,(p=4.10e-03),,24748501,(p=6.60e-03),,18949393,(p=6.60e-03),,11895912,(p=6.70e-03),,24308239,(p=8.00e-03),,14555508,(p=9.00e-03),,17959715,(p=9.10e-03),,NA,
129,129,79444,BIRC7,-,120,5,1.938e-07,16990595,(p=4.00e-03),,20691667,(p=4.30e-03),,27677286,(p=5.60e-03),,24696218,(p=8.50e-03),,24767895,(p=9.00e-03),,NA,,NA,,NA,,NA,,NA,
130,130,2321,FLT1,-,634,8,1.959e-07,26124351,(p=4.02e-04),,20026801,(p=4.04e-04),,19701853,(p=9.00e-04),,26394830,(p=2.50e-03),,24398900,(p=5.80e-03),,24041258,(p=7.80e-03),,27629739,(p=9.00e-03),,26014353,(p=9.70e-03),,NA,,NA,
131,131,94025,MUC16,-,255,6,2.276e-07,20201996,(p=3.40e-03),,22639051,(p=4.10e-03),,16194893,(p=8.90e-03),,23765208,(p=9.00e-03),,12893366,(p=9.70e-03),,22066010,(p=9.90e-03),,NA,,NA,,NA,,NA,
132,132,4072,EPCAM,-,256,6,2.312e-07,28574829,(p=3.80e-03),,21399662,(p=5.30e-03),,22990361,(p=8.40e-03),,24728493,(p=8.50e-03),,27041736,(p=9.00e-03),,15131054,(p=9.70e-03),,NA,,NA,,NA,,NA,
133,133,3717,JAK2,-,1189,10,2.588e-07,24886089,(p=1.90e-03),,22323454,(p=5.30e-03),,20536350,(p=6.40e-03),,24886434,(p=7.90e-03),,25226617,(p=8.50e-03),,21791467,(p=8.60e-03),,25760445,(p=9.10e-03),,27075627,(p=9.10e-03),,26214121,(p=9.30e-03),,26360705,(p=9.90e-03),
134,134,7015,TERT,-,1508,11,2.915e-07,20642823,(p=1.70e-03),,28331964,(p=4.20e-03),,26020272,(p=5.80e-03),,23444223,(p=6.20e-03),,25684018,(p=6.40e-03),,18293058,(p=6.70e-03),,28032863,(p=7.90e-03),,20606038,(p=9.00e-03),,18701711,(p=9.10e-03),,23598174,(p=9.80e-03),
135,135,10232,MSLN,-,134,5,3.217e-07,18978568,(p=6.40e-03),,22721387,(p=8.70e-03),,16467095,(p=9.00e-03),,28160193,(p=9.10e-03),,21880146,(p=9.30e-03),,NA,,NA,,NA,,NA,,NA,
136,136,545,ATR,-,458,7,3.263e-07,28440428,(p=5.20e-03),,27743911,(p=6.40e-03),,25468710,(p=6.60e-03),,19470935,(p=6.80e-03),,26563132,(p=7.70e-03),,27625305,(p=9.10e-03),,22621920,(p=9.70e-03),,NA,,NA,,NA,
137,137,142,PARP1,-,942,9,3.296e-07,24886089,(p=1.90e-03),,25611238,(p=3.30e-03),,23410825,(p=4.00e-03),,26314963,(p=5.60e-03),,27643881,(p=6.80e-03),,25400754,(p=9.00e-03),,24535158,(p=9.30e-03),,27878232,(p=9.40e-03),,27551000,(p=9.80e-03),,NA,
138,138,1021,CDK6,-,286,6,4.241e-07,25524798,(p=1.50e-03),,27542767,(p=4.10e-03),,27564114,(p=5.80e-03),,20354191,(p=6.80e-03),,27986745,(p=9.10e-03),,27252418,(p=9.20e-03),,NA,,NA,,NA,,NA,
139,139,5728,PTEN,-,1903,12,4.214e-07,26861608,(p=8.45e-05),,23613387,(p=8.03e-04),,23349303,(p=3.10e-03),,20338046,(p=4.10e-03),,15475931,(p=4.30e-03),,28213783,(p=5.80e-03),,12209607,(p=6.20e-03),,27261580,(p=6.20e-03),,25725586,(p=6.40e-03),,19884556,(p=6.70e-03),
140,140,639,PRDM1,-,143,5,4.293e-07,23648065,(p=5.01e-04),,18400362,(p=1.40e-03),,17379744,(p=1.50e-03),,20800019,(p=1.90e-03),,27924626,(p=3.10e-03),,NA,,NA,,NA,,NA,,NA,
141,141,2308,FOXO1,-,485,7,4.618e-07,23460611,(p=9.64e-05),,27132507,(p=1.60e-03),,25909227,(p=3.20e-03),,26071485,(p=4.10e-03),,27490929,(p=4.30e-03),,26585955,(p=6.40e-03),,23574718,(p=9.50e-03),,NA,,NA,,NA,
142,142,1493,CTLA4,-,1005,9,5.393e-07,27354668,(p=4.10e-03),,19092854,(p=6.10e-03),,27249767,(p=6.40e-03),,18633131,(p=7.20e-03),,27918555,(p=8.50e-03),,27118383,(p=8.70e-03),,22733023,(p=9.10e-03),,29167005,(p=9.10e-03),,28007774,(p=9.30e-03),,NA,
143,143,5970,RELA,-,1309,10,5.624e-07,23664323,(p=3.30e-03),,16483679,(p=3.70e-03),,28039454,(p=4.10e-03),,16497877,(p=4.40e-03),,19746155,(p=4.50e-03),,18983609,(p=6.40e-03),,20564628,(p=9.00e-03),,22809882,(p=9.30e-03),,26593250,(p=9.70e-03),,27127301,(p=9.90e-03),
144,144,7465,WEE1,-,152,5,5.656e-07,27363019,(p=4.60e-03),,26054341,(p=6.40e-03),,22719872,(p=6.40e-03),,23767999,(p=7.90e-03),,25428911,(p=9.00e-03),,NA,,NA,,NA,,NA,,NA,
145,145,2260,FGFR1,-,503,7,5.726e-07,27315356,(p=2.50e-03),,23171834,(p=3.60e-03),,25819384,(p=4.10e-03),,26617686,(p=4.60e-03),,25188816,(p=6.60e-03),,23154548,(p=7.90e-03),,21160078,(p=9.30e-03),,NA,,NA,,NA,
146,146,1788,DNMT3A,-,320,6,7.732e-07,28616699,(p=2.10e-03),,28767575,(p=7.10e-03),,27240832,(p=9.00e-03),,25172541,(p=9.10e-03),,26223865,(p=9.20e-03),,27881874,(p=9.50e-03),,NA,,NA,,NA,,NA,
147,147,3586,IL10,-,2763,14,7.691e-07,25733167,(p=7.57e-05),,20191326,(p=3.00e-04),,23532628,(p=8.01e-04),,18559596,(p=8.02e-04),,23225254,(p=1.40e-03),,19276283,(p=1.50e-03),,17408400,(p=3.10e-03),,18479302,(p=3.20e-03),,21902578,(p=4.00e-03),,14701701,(p=4.00e-03),
148,148,8743,TNFSF10,-,776,8,7.766e-07,23053497,(p=4.00e-03),,23699656,(p=4.60e-03),,25925126,(p=5.80e-03),,16863850,(p=6.40e-03),,26381901,(p=6.80e-03),,19147771,(p=8.40e-03),,21670755,(p=9.00e-03),,21697087,(p=9.00e-03),,NA,,NA,
149,149,2026,ENO2,-,168,5,8.992e-07,21815777,(p=1.70e-03),,21877195,(p=1.70e-03),,24796851,(p=6.40e-03),,29145241,(p=9.00e-03),,20537424,(p=9.70e-03),,NA,,NA,,NA,,NA,,NA,
150,150,367,AR,-,2103,12,1.048e-06,27514395,(p=3.30e-03),,21837479,(p=3.80e-03),,27979426,(p=6.40e-03),,27683182,(p=6.40e-03),,23549873,(p=6.40e-03),,23929266,(p=7.10e-03),,27148695,(p=7.90e-03),,25145503,(p=8.40e-03),,25376484,(p=8.70e-03),,26044568,(p=8.90e-03),
151,151,7076,TIMP1,-,581,7,1.431e-06,22544540,(p=1.50e-03),,17114213,(p=2.10e-03),,25608838,(p=4.20e-03),,20459644,(p=6.40e-03),,22397869,(p=9.00e-03),,24330623,(p=9.10e-03),,23158994,(p=9.10e-03),,NA,,NA,,NA,
152,152,9212,AURKB,-,363,6,1.547e-06,21852114,(p=5.30e-03),,25755770,(p=5.80e-03),,19823168,(p=6.80e-03),,24874015,(p=9.00e-03),,27612557,(p=9.10e-03),,25411027,(p=9.10e-03),,NA,,NA,,NA,,NA,
153,153,6387,CXCL12,-,1171,9,1.717e-06,15718416,(p=2.02e-04),,23637121,(p=5.02e-04),,26538086,(p=3.50e-03),,22220212,(p=5.80e-03),,28639900,(p=6.40e-03),,27542769,(p=6.60e-03),,18633131,(p=7.20e-03),,25220301,(p=9.00e-03),,21740294,(p=9.90e-03),,NA,
154,154,9332,CD163,-,199,5,2.012e-06,25869385,(p=2.04e-04),,23224400,(p=6.10e-03),,26135617,(p=6.40e-03),,22044760,(p=6.90e-03),,22948049,(p=8.50e-03),,NA,,NA,,NA,,NA,,NA,
155,155,4102,MAGEA3,-,78,4,2.077e-06,20036422,(p=2.60e-03),,22183072,(p=6.40e-03),,20015885,(p=6.40e-03),,21804405,(p=9.90e-03),,NA,,NA,,NA,,NA,,NA,,NA,
156,156,3320,HSP90AA1,-,908,8,2.336e-06,24682747,(p=2.20e-03),,23190580,(p=2.40e-03),,18386162,(p=5.60e-03),,28064214,(p=5.80e-03),,23638161,(p=6.40e-03),,24206096,(p=8.60e-03),,24463348,(p=9.00e-03),,26556860,(p=9.10e-03),,NA,,NA,
157,157,1048,CEACAM5,-,213,5,2.76e-06,26892612,(p=1.50e-03),,25608838,(p=4.20e-03),,25731731,(p=5.20e-03),,25936590,(p=5.70e-03),,16324274,(p=6.40e-03),,NA,,NA,,NA,,NA,,NA,
158,158,891,CCNB1,-,410,6,3.009e-06,17388661,(p=2.13e-04),,16273239,(p=1.40e-03),,15931389,(p=3.40e-03),,27297620,(p=5.80e-03),,12068134,(p=6.70e-03),,26555773,(p=8.70e-03),,NA,,NA,,NA,,NA,
159,159,1612,DAPK1,-,220,5,3.195e-06,25229255,(p=8.36e-05),,24814955,(p=4.10e-03),,19196380,(p=4.60e-03),,20655775,(p=5.30e-03),,26405175,(p=9.10e-03),,NA,,NA,,NA,,NA,,NA,
160,160,6502,SKP2,-,415,6,3.187e-06,19889619,(p=8.22e-05),,18644126,(p=8.02e-04),,23328995,(p=1.90e-03),,28346424,(p=7.80e-03),,23071715,(p=9.10e-03),,27317767,(p=9.30e-03),,NA,,NA,,NA,,NA,
161,161,23532,PRAME,-,88,4,3.252e-06,19474511,(p=2.01e-04),,24820636,(p=4.06e-04),,23409080,(p=1.50e-03),,26044287,(p=4.40e-03),,NA,,NA,,NA,,NA,,NA,,NA,
162,162,92140,MTDH,-,225,5,3.503e-06,11823860,(p=2.60e-03),,22372608,(p=5.80e-03),,21495225,(p=5.80e-03),,23011158,(p=7.60e-03),,25913216,(p=8.70e-03),,NA,,NA,,NA,,NA,,NA,
163,163,8678,BECN1,-,429,6,3.786e-06,25427639,(p=1.70e-03),,28977798,(p=2.20e-03),,20473282,(p=2.40e-03),,19556884,(p=5.80e-03),,27696537,(p=8.70e-03),,20150769,(p=9.30e-03),,NA,,NA,,NA,,NA,
164,164,8714,ABCC3,-,94,4,4.164e-06,22016816,(p=1.40e-03),,28356150,(p=2.60e-03),,19107936,(p=9.00e-03),,27171227,(p=9.00e-03),,NA,,NA,,NA,,NA,,NA,,NA,
165,165,558,AXL,-,235,5,4.258e-06,23982172,(p=5.80e-03),,25767293,(p=6.20e-03),,27671334,(p=9.20e-03),,20922806,(p=9.30e-03),,23117882,(p=9.80e-03),,NA,,NA,,NA,,NA,,NA,
166,166,84433,CARD11,-,98,4,4.863e-06,18323416,(p=6.40e-03),,19104039,(p=6.40e-03),,21569705,(p=9.70e-03),,26747248,(p=9.70e-03),,NA,,NA,,NA,,NA,,NA,,NA,
167,167,7517,XRCC3,-,451,6,4.926e-06,17410042,(p=9.01e-04),,18581889,(p=2.80e-03),,17197435,(p=3.30e-03),,21726821,(p=5.20e-03),,17476281,(p=6.20e-03),,17116943,(p=9.10e-03),,NA,,NA,,NA,,NA,
168,168,4582,MUC1,-,715,7,5.014e-06,26892612,(p=1.50e-03),,19415485,(p=1.70e-03),,24886519,(p=4.10e-03),,21069322,(p=6.40e-03),,27630326,(p=6.40e-03),,16194893,(p=8.90e-03),,12893366,(p=9.70e-03),,NA,,NA,,NA,
169,169,2247,FGF2,-,717,7,5.076e-06,27362808,(p=1.50e-03),,27007053,(p=4.10e-03),,26617686,(p=4.60e-03),,12087465,(p=5.30e-03),,23988031,(p=5.80e-03),,26141457,(p=8.30e-03),,23861152,(p=8.30e-03),,NA,,NA,,NA,
