,Rank,GeneID,Symbol,Homologs,n,n_pos,FDR,Top,10,pmids,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27
28,28,5594,MAPK1,-,1938,297,9.207e-239,26310353,(p=2.04e-04),,24607276,(p=2.06e-04),,27293079,(p=3.01e-04),,28241849,(p=3.04e-04),,22848708,(p=3.04e-04),,18787043,(p=3.07e-04),,15857981,(p=5.00e-04),,16813525,(p=6.00e-04),,24300974,(p=6.02e-04),,17526808,(p=6.02e-04),
29,29,5925,RB1,-,1124,227,3.359e-231,24747969,(p=2.00e-04),,15763542,(p=2.04e-04),,21900881,(p=2.07e-04),,15927959,(p=2.10e-04),,25029110,(p=3.04e-04),,11283269,(p=3.07e-04),,20971808,(p=3.07e-04),,17015477,(p=3.09e-04),,21139044,(p=4.01e-04),,12963997,(p=5.00e-04),
30,30,2064,ERBB2,-,2547,329,4.671e-231,25766325,(p=1.10e-04),,20459769,(p=3.02e-04),,18211286,(p=3.02e-04),,23536719,(p=3.03e-04),,19787269,(p=3.05e-04),,26437915,(p=3.06e-04),,24044505,(p=3.07e-04),,28468774,(p=3.07e-04),,24664246,(p=4.00e-04),,20716114,(p=5.00e-04),
31,31,596,BCL2,-,1761,275,9.505e-231,25384499,(p=9.09e-05),,28972015,(p=2.02e-04),,24278362,(p=3.03e-04),,23673452,(p=3.04e-04),,15235941,(p=3.06e-04),,24335512,(p=3.08e-04),,24606718,(p=4.01e-04),,25815462,(p=4.01e-04),,28379541,(p=4.02e-04),,26707131,(p=5.01e-04),
32,32,4233,MET,-,1039,213,1.637e-223,18053801,(p=1.12e-04),,25908454,(p=3.04e-04),,26847592,(p=3.06e-04),,23348694,(p=3.07e-04),,23381625,(p=3.07e-04),,23992325,(p=3.09e-04),,26580964,(p=4.02e-04),,23536000,(p=6.01e-04),,26499783,(p=6.02e-04),,23671132,(p=6.02e-04),
33,33,10014,HDAC5,-,170,115,1.071e-222,28440397,(p=9.47e-05),,25129440,(p=9.73e-05),,22991226,(p=1.04e-04),,16528103,(p=1.08e-04),,15619633,(p=1.09e-04),,12019172,(p=1.11e-04),,26747087,(p=1.12e-04),,17873065,(p=2.00e-04),,27212032,(p=2.00e-04),,22989952,(p=2.05e-04),
34,34,3480,IGF1R,-,955,205,2.422e-222,21931726,(p=1.06e-04),,26450156,(p=3.07e-04),,20417200,(p=4.02e-04),,23818948,(p=5.01e-04),,24410957,(p=5.01e-04),,23515613,(p=6.02e-04),,20154720,(p=6.02e-04),,21330319,(p=6.03e-04),,21372220,(p=6.03e-04),,18611244,(p=7.00e-04),
35,35,2309,FOXO3,-,513,162,3.794e-220,20733005,(p=8.61e-05),,23966291,(p=1.07e-04),,27452907,(p=2.00e-04),,26310353,(p=2.04e-04),,18312651,(p=2.04e-04),,25202904,(p=2.06e-04),,18393360,(p=2.09e-04),,22971992,(p=3.03e-04),,21860419,(p=3.05e-04),,24766860,(p=3.06e-04),
36,36,1499,CTNNB1,-,2298,289,7.074e-213,24897117,(p=2.02e-04),,21949397,(p=2.03e-04),,22303878,(p=2.09e-04),,19440933,(p=3.08e-04),,16717102,(p=3.09e-04),,17412698,(p=4.00e-04),,22028615,(p=4.01e-04),,18356165,(p=5.00e-04),,22805760,(p=5.00e-04),,21836063,(p=6.00e-04),
37,37,25942,SIN3A,-,259,125,4.231e-211,20935208,(p=1.11e-04),,10737769,(p=2.02e-04),,18059533,(p=2.03e-04),,20920219,(p=2.05e-04),,12091390,(p=2.07e-04),,21693630,(p=2.08e-04),,14647463,(p=3.00e-04),,9627120,(p=3.00e-04),,16254079,(p=3.05e-04),,10521394,(p=3.05e-04),
