,Rank,GeneID,Symbol,Homologs,n,n_pos,FDR,Top,10,pmids,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27
46,46,7852,CXCR4,-,1729,55,1.841e-42,24991762,(p=2.14e-04),,21349998,(p=8.01e-04),,25676691,(p=8.01e-04),,22952422,(p=8.01e-04),,22463589,(p=9.01e-04),,26073897,(p=1.00e-03),,26269605,(p=3.10e-03),,18175225,(p=3.20e-03),,24472670,(p=3.30e-03),,21969820,(p=3.60e-03),
47,47,9429,ABCG2,-,705,37,1.186e-40,24391798,(p=8.01e-04),,24603487,(p=1.00e-03),,28131876,(p=1.10e-03),,26914831,(p=1.30e-03),,18824712,(p=2.30e-03),,23960095,(p=2.50e-03),,24825438,(p=2.50e-03),,21154157,(p=2.60e-03),,26556876,(p=2.60e-03),,17938326,(p=2.60e-03),
48,48,1027,CDKN1B,-,929,40,1.072e-39,25524798,(p=3.01e-04),,12599217,(p=1.00e-03),,20508912,(p=2.50e-03),,26940882,(p=3.80e-03),,22158033,(p=3.90e-03),,25228008,(p=4.70e-03),,27197201,(p=4.90e-03),,12123335,(p=5.10e-03),,21062737,(p=5.10e-03),,27572672,(p=5.40e-03),
49,49,4790,NFKB1,-,2819,65,2.078e-39,24137610,(p=4.01e-04),,25028470,(p=1.00e-03),,22286758,(p=1.30e-03),,18593997,(p=1.50e-03),,25042864,(p=1.60e-03),,27091996,(p=1.60e-03),,19885551,(p=2.50e-03),,19432811,(p=3.10e-03),,22641218,(p=3.20e-03),,20424169,(p=3.70e-03),
50,50,5294,PIK3CG,-,412,30,3.474e-39,20124452,(p=9.06e-04),,18025271,(p=1.50e-03),,23107319,(p=2.50e-03),,20157617,(p=3.40e-03),,18587247,(p=3.60e-03),,20530239,(p=3.60e-03),,18652687,(p=4.00e-03),,14605879,(p=4.10e-03),,20368287,(p=4.10e-03),,18451140,(p=4.20e-03),
51,51,3320,HSP90AA1,-,908,39,5.234e-39,22144665,(p=9.01e-04),,19952121,(p=9.03e-04),,24682747,(p=1.00e-03),,22592212,(p=1.50e-03),,24189400,(p=1.50e-03),,22952420,(p=1.70e-03),,26500058,(p=1.70e-03),,24384723,(p=2.30e-03),,24463348,(p=3.00e-03),,21372220,(p=3.00e-03),
52,52,1978,EIF4EBP1,-,256,26,5.918e-39,24307346,(p=2.01e-04),,25618298,(p=8.02e-04),,16242075,(p=2.30e-03),,22110663,(p=2.40e-03),,26917778,(p=2.50e-03),,25659153,(p=2.50e-03),,16983702,(p=3.20e-03),,24401275,(p=3.90e-03),,21576371,(p=3.90e-03),,21046149,(p=4.10e-03),
53,53,7040,TGFB1,-,3801,74,4.448e-38,19351925,(p=1.10e-03),,24830724,(p=1.50e-03),,25270361,(p=1.60e-03),,22705563,(p=2.30e-03),,27862334,(p=2.40e-03),,18676771,(p=2.50e-03),,21278795,(p=3.00e-03),,19727403,(p=3.10e-03),,25977342,(p=3.10e-03),,21406405,(p=3.10e-03),
54,54,3717,JAK2,-,1189,42,9.447e-38,24402583,(p=9.03e-04),,22319590,(p=1.50e-03),,27025877,(p=1.50e-03),,23838182,(p=1.70e-03),,25226617,(p=2.50e-03),,26084564,(p=2.50e-03),,20072651,(p=2.50e-03),,25760445,(p=2.50e-03),,22712764,(p=3.20e-03),,24886434,(p=3.60e-03),
55,55,7465,WEE1,-,152,22,1.209e-37,26054341,(p=2.30e-03),,27363019,(p=2.50e-03),,28652249,(p=2.90e-03),,23767999,(p=2.90e-03),,22719872,(p=3.10e-03),,26431163,(p=3.30e-03),,24927813,(p=3.90e-03),,22641220,(p=4.10e-03),,27220319,(p=4.60e-03),,27558135,(p=5.00e-03),
56,56,2277,VEGFD,-,132,21,3.757e-37,24097873,(p=1.70e-03),,16152591,(p=2.50e-03),,20626397,(p=2.60e-03),,24515257,(p=3.70e-03),,26125443,(p=3.90e-03),,25891418,(p=4.10e-03),,22071224,(p=4.10e-03),,17926187,(p=4.20e-03),,20179233,(p=5.20e-03),,27852824,(p=6.00e-03),
57,57,8743,TNFSF10,-,776,35,5.768e-37,23053497,(p=1.30e-03),,20417200,(p=2.30e-03),,18922903,(p=2.50e-03),,21670755,(p=2.50e-03),,21209944,(p=3.60e-03),,24097299,(p=3.60e-03),,26381901,(p=3.70e-03),,20424169,(p=3.70e-03),,22783581,(p=3.70e-03),,27176505,(p=4.10e-03),
58,58,4486,MST1R,-,137,21,8.361e-37,23597200,(p=1.60e-03),,18620091,(p=2.40e-03),,25512530,(p=2.60e-03),,20689759,(p=2.90e-03),,19040718,(p=3.70e-03),,24628993,(p=3.90e-03),,24903148,(p=3.90e-03),,28075465,(p=4.60e-03),,19307182,(p=5.10e-03),,21543897,(p=5.10e-03),
59,59,2099,ESR1,-,2923,62,9.486e-37,24045439,(p=3.02e-04),,28498399,(p=8.01e-04),,26916095,(p=9.03e-04),,16113100,(p=9.06e-04),,27178332,(p=1.10e-03),,27532364,(p=1.30e-03),,21509526,(p=1.50e-03),,26522726,(p=1.60e-03),,25991817,(p=1.70e-03),,27551012,(p=1.90e-03),
60,60,596,BCL2,-,1761,48,2.08e-36,23588221,(p=1.60e-03),,28428442,(p=1.60e-03),,23403511,(p=2.50e-03),,26874859,(p=2.90e-03),,24338002,(p=3.10e-03),,19576799,(p=4.10e-03),,21936874,(p=4.70e-03),,26639348,(p=4.90e-03),,26004684,(p=4.90e-03),,12488548,(p=4.90e-03),
61,61,5595,MAPK3,-,1306,42,2.941e-36,22344606,(p=3.04e-04),,23812726,(p=9.02e-04),,20038816,(p=1.00e-03),,24119769,(p=1.30e-03),,20009539,(p=1.60e-03),,17526808,(p=2.30e-03),,21541441,(p=2.30e-03),,19597469,(p=2.40e-03),,16813525,(p=2.60e-03),,20072648,(p=2.60e-03),
62,62,2247,FGF2,-,717,33,8.769e-36,27007053,(p=1.60e-03),,27130666,(p=1.90e-03),,24092775,(p=2.30e-03),,18094712,(p=2.50e-03),,23536707,(p=3.00e-03),,11999550,(p=3.30e-03),,17981115,(p=3.80e-03),,26617686,(p=4.10e-03),,21699503,(p=4.10e-03),,27794612,(p=4.30e-03),
63,63,285,ANGPT2,-,388,27,9.821e-36,24373251,(p=2.13e-04),,25100134,(p=3.03e-04),,24097873,(p=1.70e-03),,20501615,(p=2.40e-03),,23149917,(p=2.50e-03),,22327175,(p=2.60e-03),,27589869,(p=4.10e-03),,18807212,(p=4.20e-03),,28720059,(p=5.60e-03),,20583134,(p=6.10e-03),
64,64,1977,EIF4E,-,360,26,3.821e-35,25884680,(p=3.03e-04),,23883783,(p=1.30e-03),,19020722,(p=1.50e-03),,28745319,(p=1.60e-03),,16242075,(p=2.30e-03),,25342548,(p=2.50e-03),,21320304,(p=2.60e-03),,27662474,(p=3.30e-03),,28073841,(p=3.50e-03),,21334199,(p=4.10e-03),
65,65,6387,CXCL12,-,1171,39,3.882e-35,21349998,(p=8.01e-04),,22952422,(p=8.01e-04),,24097873,(p=1.70e-03),,19826039,(p=2.50e-03),,21372218,(p=3.20e-03),,21087507,(p=3.90e-03),,27913861,(p=4.20e-03),,26607439,(p=4.70e-03),,21906588,(p=4.90e-03),,24929539,(p=5.20e-03),
66,66,4851,NOTCH1,-,1098,38,3.932e-35,26394830,(p=2.11e-04),,28122586,(p=2.10e-03),,18469855,(p=2.60e-03),,23916913,(p=3.10e-03),,26967479,(p=3.40e-03),,19047145,(p=3.60e-03),,22020917,(p=3.90e-03),,21326611,(p=4.10e-03),,18593923,(p=4.10e-03),,22581828,(p=4.30e-03),
