,Rank,GeneID,Symbol,Homologs,n,n_pos,FDR,Top,10,pmids,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27
28,28,673,BRAF,-,1852,49,1.4e-30,27283860,(p=8.85e-05),,26446234,(p=6.09e-04),,23735514,(p=7.01e-04),,18676756,(p=7.02e-04),,26460303,(p=1.50e-03),,19255327,(p=1.80e-03),,27775691,(p=2.30e-03),,24714776,(p=2.50e-03),,23908594,(p=2.90e-03),,22742884,(p=3.00e-03),
29,29,1026,CDKN1A,-,1511,42,2.058e-28,14719078,(p=1.60e-03),,17388661,(p=1.60e-03),,17925548,(p=1.80e-03),,20702488,(p=2.50e-03),,20388787,(p=2.50e-03),,23133524,(p=2.50e-03),,23215027,(p=3.20e-03),,25384499,(p=3.30e-03),,17443496,(p=3.50e-03),,25349305,(p=3.90e-03),
30,30,3091,HIF1A,-,2688,55,5.034e-28,23785417,(p=7.00e-04),,26717965,(p=9.00e-04),,24248265,(p=1.10e-03),,25748238,(p=1.60e-03),,16596228,(p=1.60e-03),,19016766,(p=1.60e-03),,16847054,(p=3.30e-03),,22924580,(p=3.30e-03),,21966417,(p=3.50e-03),,20706634,(p=3.50e-03),
31,31,331,XIAP,-,499,27,5.11e-28,27607580,(p=6.08e-04),,25572427,(p=6.09e-04),,17094439,(p=1.60e-03),,22776562,(p=1.80e-03),,12855663,(p=2.30e-03),,28324269,(p=2.50e-03),,17339366,(p=2.60e-03),,24425875,(p=2.90e-03),,24853184,(p=2.90e-03),,22173242,(p=3.00e-03),
32,32,7153,TOP2A,-,401,25,7.8e-28,19661040,(p=6.03e-04),,26588239,(p=6.08e-04),,21189395,(p=1.60e-03),,17388661,(p=1.60e-03),,18465341,(p=3.50e-03),,18204862,(p=3.70e-03),,19620488,(p=4.30e-03),,21734419,(p=4.30e-03),,26867764,(p=4.70e-03),,22240029,(p=4.70e-03),
33,33,3309,HSPA5,-,630,29,9.525e-28,26939701,(p=6.01e-04),,20473863,(p=6.01e-04),,25212833,(p=1.60e-03),,22543280,(p=2.30e-03),,23428538,(p=2.40e-03),,28393217,(p=3.30e-03),,24602846,(p=3.70e-03),,27254284,(p=4.30e-03),,23318453,(p=4.70e-03),,16912156,(p=4.70e-03),
34,34,2309,FOXO3,-,513,27,9.601e-28,20808831,(p=6.08e-04),,26310353,(p=1.00e-03),,27284014,(p=1.60e-03),,21393426,(p=2.50e-03),,22971992,(p=3.30e-03),,21092744,(p=3.30e-03),,22761954,(p=3.90e-03),,20169663,(p=4.00e-03),,27743201,(p=4.30e-03),,26590814,(p=4.50e-03),
35,35,142,PARP1,-,942,33,4.655e-27,23275151,(p=6.09e-04),,21532888,(p=7.01e-04),,23410825,(p=7.02e-04),,24085845,(p=2.20e-03),,20473728,(p=3.20e-03),,28034904,(p=3.70e-03),,24847116,(p=3.70e-03),,27559053,(p=3.90e-03),,27551000,(p=4.40e-03),,25611238,(p=4.40e-03),
36,36,54658,UGT1A1,-,610,28,5.391e-27,21150467,(p=9.84e-05),,14586211,(p=6.09e-04),,17409981,(p=7.01e-04),,23053265,(p=1.30e-03),,19349543,(p=1.80e-03),,15709212,(p=3.00e-03),,18685565,(p=3.20e-03),,18335219,(p=3.20e-03),,20860988,(p=3.50e-03),,16636344,(p=3.50e-03),
37,37,6790,AURKA,-,611,28,5.481e-27,27209210,(p=6.02e-04),,25625960,(p=6.04e-04),,25082261,(p=7.01e-04),,23334327,(p=1.80e-03),,28764929,(p=2.30e-03),,26443806,(p=2.90e-03),,18669163,(p=3.20e-03),,21059223,(p=3.30e-03),,19649632,(p=3.50e-03),,27502708,(p=3.90e-03),
