,Rank,GeneID,Symbol,Homologs,n,n_pos,FDR,Top,10,pmids,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27
63,63,367,AR,-,2103,166,1.154e-124,28468774,(p=9.02e-05),,22456196,(p=3.00e-04),,26876202,(p=4.04e-04),,24699278,(p=4.04e-04),,26506516,(p=4.04e-04),,28228262,(p=5.01e-04),,28745319,(p=5.01e-04),,26196320,(p=5.03e-04),,21525791,(p=6.02e-04),,22456197,(p=8.00e-04),
64,64,9429,ABCG2,-,705,103,4.022e-121,17938326,(p=1.03e-04),,21625222,(p=7.00e-04),,17445775,(p=1.00e-03),,21712253,(p=1.20e-03),,26556876,(p=1.20e-03),,27911857,(p=1.40e-03),,28340578,(p=1.40e-03),,18725232,(p=1.50e-03),,17595345,(p=1.50e-03),,23153455,(p=1.60e-03),
65,65,5925,RB1,-,1124,121,2.79e-119,21139044,(p=1.03e-04),,18697743,(p=4.07e-04),,24987858,(p=5.00e-04),,24170547,(p=5.01e-04),,25028469,(p=5.03e-04),,24747969,(p=6.00e-04),,12963997,(p=6.01e-04),,19903334,(p=6.01e-04),,17160137,(p=9.01e-04),,21278246,(p=1.00e-03),
66,66,23411,SIRT1,-,1010,115,3.327e-118,27452907,(p=1.04e-04),,24343700,(p=3.01e-04),,16288004,(p=4.01e-04),,26646449,(p=4.04e-04),,25924011,(p=4.05e-04),,17806102,(p=5.03e-04),,26345416,(p=5.03e-04),,25445714,(p=6.01e-04),,24855208,(p=7.00e-04),,19433578,(p=8.00e-04),
67,67,329,BIRC2,-,249,72,1.696e-117,22927431,(p=4.05e-04),,24577083,(p=4.07e-04),,27608596,(p=5.00e-04),,25079338,(p=6.00e-04),,26314849,(p=6.01e-04),,24194568,(p=6.01e-04),,24841289,(p=7.00e-04),,24425875,(p=8.01e-04),,27476169,(p=8.01e-04),,20951133,(p=9.00e-04),
68,68,8737,RIPK1,-,329,78,2.518e-117,26522725,(p=9.82e-05),,28087739,(p=1.00e-04),,19773432,(p=1.01e-04),,22173242,(p=4.00e-04),,25423073,(p=4.04e-04),,22927431,(p=4.05e-04),,24577083,(p=4.07e-04),,19524512,(p=4.07e-04),,26786097,(p=5.02e-04),,26195820,(p=5.02e-04),
69,69,330,BIRC3,-,241,71,6.401e-117,21152357,(p=9.79e-05),,24577083,(p=4.07e-04),,19763917,(p=5.02e-04),,24194568,(p=6.01e-04),,24841289,(p=7.00e-04),,24425875,(p=8.01e-04),,27476169,(p=8.01e-04),,20576118,(p=9.00e-04),,12926068,(p=9.01e-04),,21865390,(p=1.10e-03),
70,70,3320,HSP90AA1,-,908,109,1.189e-116,19952121,(p=8.93e-05),,24682747,(p=9.36e-05),,24927996,(p=9.77e-05),,22144665,(p=9.93e-05),,24463348,(p=1.01e-04),,21372220,(p=3.00e-04),,22806877,(p=4.01e-04),,26556860,(p=4.01e-04),,23256568,(p=4.03e-04),,28032595,(p=4.04e-04),
71,71,7040,TGFB1,-,3801,211,3.963e-116,22641218,(p=9.68e-05),,27330076,(p=3.01e-04),,25885043,(p=3.02e-04),,23500081,(p=3.02e-04),,25103497,(p=4.02e-04),,18704924,(p=4.02e-04),,24376712,(p=4.04e-04),,21084277,(p=4.05e-04),,21406405,(p=4.07e-04),,18492692,(p=5.02e-04),
72,72,142,PARP1,-,942,106,1.234e-111,19996272,(p=9.82e-05),,27440269,(p=1.03e-04),,24847116,(p=2.01e-04),,23275151,(p=3.01e-04),,26356822,(p=4.00e-04),,25128455,(p=4.00e-04),,28454547,(p=4.02e-04),,22101337,(p=4.02e-04),,25103497,(p=4.02e-04),,20072652,(p=4.02e-04),
73,73,3309,HSPA5,-,630,91,7.875e-111,19674193,(p=1.02e-04),,20072656,(p=4.01e-04),,26593250,(p=4.02e-04),,28457968,(p=4.05e-04),,23318453,(p=4.06e-04),,28393217,(p=4.07e-04),,29073630,(p=5.01e-04),,18708359,(p=5.02e-04),,27815359,(p=5.02e-04),,26939701,(p=5.02e-04),
74,74,5294,PIK3CG,-,412,79,1.437e-110,18725974,(p=9.89e-05),,20657188,(p=4.06e-04),,19567590,(p=5.01e-04),,19553005,(p=5.02e-04),,18451140,(p=5.03e-04),,20124452,(p=8.02e-04),,19621391,(p=1.10e-03),,14605879,(p=1.10e-03),,16772787,(p=1.20e-03),,18025271,(p=1.40e-03),
75,75,3717,JAK2,-,1189,115,1.799e-110,20072651,(p=9.53e-05),,23880305,(p=1.02e-04),,24158701,(p=1.03e-04),,23531921,(p=1.04e-04),,26084564,(p=2.01e-04),,23857432,(p=2.02e-04),,21518725,(p=3.02e-04),,26360705,(p=4.02e-04),,25684945,(p=4.03e-04),,23920124,(p=4.04e-04),
76,76,25,ABL1,-,740,95,2.763e-109,22462553,(p=1.01e-04),,22447844,(p=4.01e-04),,20482842,(p=4.01e-04),,26721204,(p=4.06e-04),,22231445,(p=5.02e-04),,27856601,(p=6.01e-04),,14581377,(p=6.01e-04),,18401414,(p=8.01e-04),,28128329,(p=9.01e-04),,23117882,(p=1.00e-03),
